design_id,paper_id,task_family,task_name,label_semantics,class_cardinality,class_type,dataset_ids,scheme_ids,training_description,validation_description,test_description,split_design_primary,split_design_secondary,split_unit,split_grouping,eligibility_status,exclusion_reason,evidence_ids
DES0445,P42512,semantic_inference,Top-100 online prequential WF,top-100 websites plus unmonitored,101,multiclass,DS-P42512-ONLINE-WF,SCH0295,All earlier labelled stream observations available before each prediction.,Validation/model-selection construction is not separately reported.,"The next arriving trace, predicted before its label updates the model.",chronological_within_continuous_capture,,session_or_trace,condition_before_sample_split,eligible,,EVD2106
DES0446,P42512,semantic_inference,Sampled-1000 online prequential WF,sampled monitored websites plus unmonitored,1001,multiclass,DS-P42512-ONLINE-WF,SCH0294,Earlier stream observations for websites seen so far.,Validation/model-selection construction is not separately reported.,Next arriving trace before update.,chronological_within_continuous_capture,,session_or_trace,condition_before_sample_split,eligible,,EVD2107
DES0447,P42512,semantic_inference,Exit-to-entry vantage transfer,website identity for up to 750 monitored sites,750,multiclass,DS-P42512-ONLINE-WF,SCH0293,Fifty percent of traces observed at the designated source vantage.,Validation/model-selection construction is not separately reported.,Remaining fifty percent at the same or other vantage.,condition_holdout_non_temporal,,action_or_visit,condition_before_sample_split,eligible,,EVD2108
DES0448,P42624,semantic_inference,YouTube100 title classification,video title,100,multiclass,DS-P42624-WTW-YOUTUBE100,SCH0302,Four sample folds from the service corpus.,Validation/model-selection construction is not separately reported.,Remaining sample fold.,pooled_kfold_or_cross_validation,,session_or_trace,sample_split_after_pooling,eligible,,EVD2109
DES0449,P42624,semantic_inference,Netflix title classification,video title,22,multiclass,DS-P42624-WTW-NETFLIX,SCH0311,Four sample folds from the service corpus.,Validation/model-selection construction is not separately reported.,Remaining sample fold.,pooled_kfold_or_cross_validation,,session_or_trace,sample_split_after_pooling,eligible,,EVD2110
DES0450,P42624,semantic_inference,Amazon title classification,video title,32,multiclass,DS-P42624-WTW-AMAZON,SCH0315,Four sample folds from the service corpus.,Validation/model-selection construction is not separately reported.,Remaining sample fold.,pooled_kfold_or_cross_validation,,session_or_trace,sample_split_after_pooling,eligible,,EVD2111
DES0451,P42624,semantic_inference,Top-300 YouTube title classification,300 YouTube video titles,300,multiclass,DS-P42624-WTW-YOUTUBE100 | DS-P42624-WTW-YOUTUBE200,SCH0301 | SCH0306,Four folds of the combined top-300 corpus.,Validation/model-selection construction is not separately reported.,Remaining fold.,pooled_kfold_or_cross_validation,,session_or_trace,sample_split_after_pooling,eligible,,EVD2112
DES0452,P42624,semantic_inference,Cross-MNO title transfer,100 YouTube video titles,100,multiclass,DS-P42624-WTW-YOUTUBE100,SCH0312,One MNO partition.,Validation/model-selection construction is not separately reported.,A different MNO partition.,condition_holdout_non_temporal,,session_or_trace,condition_before_sample_split,eligible,,EVD2113
DES0453,P42624,semantic_inference,Carrier-aggregation transfer,100 YouTube video titles,100,multiclass,DS-P42624-WTW-YOUTUBE100 | DS-P42624-WTW-YOUTUBECA,SCH0308 | SCH0312,YouTube100 CA-disabled traces.,Validation/model-selection construction is not separately reported.,YouTubeCA CA-enabled traces.,condition_holdout_non_temporal,,dataset,condition_before_sample_split,eligible,,EVD2114
DES0454,P42624,semantic_inference,Cross-title streaming-service classification,three streaming services,3,multiclass,DS-P42624-WTW-AMAZON | DS-P42624-WTW-AMAZONDT | DS-P42624-WTW-NETFLIX | DS-P42624-WTW-NETFLIXDT | DS-P42624-WTW-YOUTUBE100 | DS-P42624-WTW-YOUTUBE200,SCH0299 | SCH0300 | SCH0303 | SCH0304 | SCH0310 | SCH0313,Three DT/non-overlap source title corpora.,Validation/model-selection construction is not separately reported.,Three disjoint target-title corpora.,condition_holdout_non_temporal,,dataset,condition_before_sample_split,eligible,,EVD2115
DES0455,P42624,semantic_inference,Open-world YouTube-title recognition,100 known titles plus unseen,101,multiclass,DS-P42624-WTW-NETFLIX | DS-P42624-WTW-TELECONF | DS-P42624-WTW-WEB | DS-P42624-WTW-YOUTUBE100 | DS-P42624-WTW-YOUTUBE200,SCH0305 | SCH0307 | SCH0309 | SCH0314 | SCH0316,YouTube100 known-title traces.,Validation/model-selection construction is not separately reported.,Known-title tests plus four unseen/background sources.,condition_holdout_non_temporal,,dataset,condition_before_sample_split,eligible,,EVD2116
DES0456,P42690,semantic_inference,UAV activity fingerprinting,UAV activity class,4,multiclass,DS-UAV-ACTIVITY-LABAYEN-2020,SCH0317,The paper evaluates the task with sample-level 10-fold cross-validation; folds are not grouped by capture period or parent campaign.,No separate validation/model-selection allocation is reported.,The paper evaluates the task with sample-level 10-fold cross-validation; folds are not grouped by capture period or parent campaign.,pooled_kfold_or_cross_validation,,session_or_trace,sample_split_after_pooling,eligible,,EVD2117
DES0457,P42690,semantic_inference,Website fingerprinting,website identity,24,multiclass,DS-P42690-INPUT-AGNOSTIC-SWF-2020,SCH0319,The paper evaluates the task with sample-level 10-fold cross-validation; folds are not grouped by capture period or parent campaign.,No separate validation/model-selection allocation is reported.,The paper evaluates the task with sample-level 10-fold cross-validation; folds are not grouped by capture period or parent campaign.,pooled_kfold_or_cross_validation,,session_or_trace,sample_split_after_pooling,eligible,,EVD2118
DES0458,P42690,semantic_inference,Keyword fingerprinting,keyword identity,50,multiclass,DS-P42690-INPUT-AGNOSTIC-KWS-2021,,The paper evaluates the task with sample-level 10-fold cross-validation; folds are not grouped by capture period or parent campaign.,No separate validation/model-selection allocation is reported.,The paper evaluates the task with sample-level 10-fold cross-validation; folds are not grouped by capture period or parent campaign.,pooled_kfold_or_cross_validation,,session_or_trace,sample_split_after_pooling,excluded,superseded_by_more_specific_designs,EVD2119
DES0459,P42690,endpoint_or_platform_identification,IoT device identification,IoT device type,27,multiclass,DS-IOT-SENTINEL-2017,SCH0318,The paper evaluates the task with sample-level 10-fold cross-validation; folds are not grouped by capture period or parent campaign.,No separate validation/model-selection allocation is reported.,The paper evaluates the task with sample-level 10-fold cross-validation; folds are not grouped by capture period or parent campaign.,pooled_kfold_or_cross_validation,,session_or_trace,sample_split_after_pooling,eligible,,EVD2120
DES0460,P42690,semantic_inference,SWF original-to-perturbed evaluation,website identity,24,multiclass,DS-P42690-INPUT-AGNOSTIC-SWF-2020,SCH0319,Models trained on original SWF traces are evaluated on perturbations derived from the same source traces without retraining.,No separate validation/model-selection allocation is reported.,Models trained on original SWF traces are evaluated on perturbations derived from the same source traces without retraining.,condition_holdout_non_temporal,,session_or_trace,condition_before_sample_split,eligible,,EVD2121
DES0461,P42690,semantic_inference,SWF perturbed matched-condition retraining,website identity,24,multiclass,DS-P42690-INPUT-AGNOSTIC-SWF-2020,SCH0319,"For the retraining comparison, 90% of perturbed traces train the model and the remaining 10% test it; the split is not temporal.",No separate validation/model-selection allocation is reported.,"For the retraining comparison, 90% of perturbed traces train the model and the remaining 10% test it; the split is not temporal.",pooled_random_or_stratified_split,,session_or_trace,sample_split_after_pooling,eligible,,EVD2122
DES0462,P43001,semantic_inference,Cross-network website identification,website identity,12,multiclass,DS-P43001-ROSETTA-WEBSITE,,About 1.8 million flows for 12 websites are collected across six network environments over 14 days; models train/test in one environment and are then tested separately on the other environments.,No separate validation/model-selection allocation is reported.,About 1.8 million flows for 12 websites are collected across six network environments over 14 days; models train/test in one environment and are then tested separately on the other environments.,condition_holdout_non_temporal,,flow,condition_before_sample_split,excluded,superseded_by_more_specific_designs,EVD2123
DES0463,P43001,semantic_inference,Cross-network application identification,application identity,6,multiclass,DS-P43001-ROSETTA-APPLICATION,,Application flows for six applications are collected in the six environments; a model trained in one environment is tested in the other environments without a temporal ordering.,No separate validation/model-selection allocation is reported.,Application flows for six applications are collected in the six environments; a model trained in one environment is tested in the other environments without a temporal ordering.,condition_holdout_non_temporal,,flow,condition_before_sample_split,excluded,superseded_by_more_specific_designs,EVD2124
DES0464,P43021,semantic_inference,DeepVC benchmark voice-command fingerprinting,voice command identity,100,multiclass,DS-DEEPVC-ALEXA-2019,SCH0324,The paper applies the prior DeepVC 90:10 allocation; the temporal construction of that fixed split is not reported.,No separate validation/model-selection allocation is reported.,The paper applies the prior DeepVC 90:10 allocation; the temporal construction of that fixed split is not reported.,official_or_fixed_partition_time_unknown,,action_or_visit,unknown,eligible,,EVD2125
DES0465,P43021,semantic_inference,Alexa simple-command fingerprinting,voice command identity,100,multiclass,DS-P43021-VA-FP,SCH0328,The activity dataset is evaluated with the stated 80:20 train/test split; no temporal grouping is reported for this simple-command task.,No separate validation/model-selection allocation is reported.,The activity dataset is evaluated with the stated 80:20 train/test split; no temporal grouping is reported for this simple-command task.,official_or_fixed_partition_time_unknown,,action_or_visit,unknown,eligible,,EVD2126
DES0466,P43021,semantic_inference,Alexa skills fingerprinting,voice assistant skill identity,100,multiclass,DS-P43021-VA-FP,SCH0325,The skills dataset uses the paper's 80:20 train/test setup without a reported temporal grouping.,No separate validation/model-selection allocation is reported.,The skills dataset uses the paper's 80:20 train/test setup without a reported temporal grouping.,official_or_fixed_partition_time_unknown,,action_or_visit,unknown,eligible,,EVD2127
DES0467,P43021,semantic_inference,Alexa streaming-command fingerprinting,streaming command identity,15,multiclass,DS-P43021-VA-FP,SCH0323,The streaming task uses the 80:20 evaluation setup; temporal construction is not stated.,No separate validation/model-selection allocation is reported.,The streaming task uses the 80:20 evaluation setup; temporal construction is not stated.,official_or_fixed_partition_time_unknown,,action_or_visit,unknown,eligible,,EVD2128
DES0468,P43021,semantic_inference,Cross-assistant simple-command matched evaluation,voice command identity,50,multiclass,DS-P43021-VA-FP,SCH0327,Separate activity models are trained and tested under the standard 80:20 split for each assistant platform; this is not a train-on-one/test-on-another protocol.,No separate validation/model-selection allocation is reported.,Separate activity models are trained and tested under the standard 80:20 split for each assistant platform; this is not a train-on-one/test-on-another protocol.,official_or_fixed_partition_time_unknown,,action_or_visit,unknown,eligible,,EVD2129
DES0469,P43021,semantic_inference,Mix100 chronological command fingerprinting,voice command identity,100,multiclass,DS-P43021-VA-FP,SCH0328,"To avoid temporal sandwiching, the first 80% of the data train/optimize the classifier.",No separate validation/model-selection allocation is reported.,The latter 20% of the data form the chronological test partition.,chronological_within_continuous_capture,,action_or_visit,condition_before_sample_split,eligible,,EVD2130
DES0470,P43021,semantic_inference,Lab-to-new-home cross-environment command fingerprinting,voice command identity,50,multiclass,DS-P43021-VA-FP,SCH0327,A model trained on the laboratory simple-50 set is evaluated on a newly collected 50-command set from a different home ISP and Echo Dot generation.,No separate validation/model-selection allocation is reported.,A model trained on the laboratory simple-50 set is evaluated on a newly collected 50-command set from a different home ISP and Echo Dot generation.,condition_holdout_non_temporal,,action_or_visit,condition_before_sample_split,eligible,,EVD2131
DES0471,P43021,semantic_inference,Five-user real-world known-command evaluation,known voice command identity,15,multiclass,DS-P43021-VA-FP,SCH0326,The Mix100-trained model is tested on 15 known commands spoken in five one-hour sessions by five users on five days; the ordering relative to Mix100 collection is not documented.,No separate validation/model-selection allocation is reported.,The Mix100-trained model is tested on 15 known commands spoken in five one-hour sessions by five users on five days; the ordering relative to Mix100 collection is not documented.,condition_holdout_non_temporal,,action_or_visit,condition_before_sample_split,eligible,,EVD2132
DES0472,P43026,semantic_inference,DF closed-world website fingerprinting,website identity,95,multiclass,DS-DF-2017,SCH0329,"DF95 samples are split 8:1:1 for training, validation and test; no capture-time grouping is reported.",Validation/calibration is described in the cited protocol evidence.,"DF95 samples are split 8:1:1 for training, validation and test; no capture-time grouping is reported.",official_or_fixed_partition_time_unknown,,action_or_visit,unknown,eligible,,EVD2133
DES0473,P43026,semantic_inference,Live Walkie-Talkie closed-world website fingerprinting,website identity,100,multiclass,DS-TIKTOK-LIVE-WALKIE-TALKIE-2019,SCH0331,The live Walkie-Talkie corpus uses the paper's 8:1:1 train/validation/test construction; temporal allocation is not described.,Validation/calibration is described in the cited protocol evidence.,The live Walkie-Talkie corpus uses the paper's 8:1:1 train/validation/test construction; temporal allocation is not described.,official_or_fixed_partition_time_unknown,,action_or_visit,unknown,eligible,,EVD2134
DES0474,P43026,semantic_inference,DF defended full-knowledge evaluation,website identity,95,multiclass,DS-DF-2017,SCH0329,"For each defense configuration, attacks are evaluated with 10-fold cross-validation on traces generated under the same defense knowledge; folds are not temporal.",No separate validation/model-selection allocation is reported.,"For each defense configuration, attacks are evaluated with 10-fold cross-validation on traces generated under the same defense knowledge; folds are not temporal.",pooled_kfold_or_cross_validation,,session_or_trace,sample_split_after_pooling,eligible,,EVD2135
DES0475,P43026,semantic_inference,Walkie-Talkie defended full-knowledge evaluation,website identity,100,multiclass,DS-TIKTOK-LIVE-WALKIE-TALKIE-2019,SCH0331,The full-knowledge attack is trained and tested with 10-fold cross-validation on the live Walkie-Talkie condition.,No separate validation/model-selection allocation is reported.,The full-knowledge attack is trained and tested with 10-fold cross-validation on the live Walkie-Talkie condition.,pooled_kfold_or_cross_validation,,session_or_trace,sample_split_after_pooling,eligible,,EVD2136
DES0476,P43026,semantic_inference,Partial-knowledge WTF-PAD distribution evaluation,website identity,95,multiclass,DS-DF-2017,SCH0329,Training pools traces generated with five WTF-PAD inter-arrival distributions and testing is reported for the distribution conditions; target-condition examples therefore enter training.,No separate validation/model-selection allocation is reported.,Training pools traces generated with five WTF-PAD inter-arrival distributions and testing is reported for the distribution conditions; target-condition examples therefore enter training.,condition_holdout_non_temporal,,session_or_trace,condition_before_sample_split,eligible,,EVD2137
DES0477,P43026,semantic_inference,Bandwidth-proxy fastest/slowest holdout,website identity,95,multiclass,DS-DF-2017,SCH0329,"For each website, the fastest or slowest 10% of traces form a condition test set and the remaining 90% train the model.",No separate validation/model-selection allocation is reported.,"For each website, the fastest or slowest 10% of traces form a condition test set and the remaining 90% train the model.",condition_holdout_non_temporal,,session_or_trace,condition_before_sample_split,eligible,,EVD2138
DES0478,P43026,semantic_inference,DF open-world website fingerprinting,95 monitored website identities with unmonitored background,95,multiclass,DS-DF-2017,SCH0330,"The monitored/unmonitored samples are allocated for open-world training and test, but no collection-time grouping is reported.",No separate validation/model-selection allocation is reported.,"The monitored/unmonitored samples are allocated for open-world training and test, but no collection-time grouping is reported.",official_or_fixed_partition_time_unknown,,action_or_visit,unknown,eligible,,EVD2139
DES0479,P43500,semantic_inference,ALEXA closed-world website-set fingerprinting,website identity,100,multiclass,DS-P43500-P43500-ALEXA-WSC-FG,SCH0337,Training portion used for ALEXA closed-world website-set fingerprinting.,Validation or model-selection portion as reported by the paper.,Test portion used for ALEXA closed-world website-set fingerprinting.,pooled_kfold_or_cross_validation,,action_or_visit,sample_split_after_pooling,eligible,,EVD2140
DES0480,P43500,semantic_inference,TRANCO closed-world website-set fingerprinting,website identity,100,multiclass,DS-P43500-P43500-TRANCO-WSC-FG,SCH0336,Training portion used for TRANCO closed-world website-set fingerprinting.,Validation or model-selection portion as reported by the paper.,Test portion used for TRANCO closed-world website-set fingerprinting.,pooled_kfold_or_cross_validation,,action_or_visit,sample_split_after_pooling,eligible,,EVD2141
DES0481,P43500,semantic_inference,Browsing-history website-set fingerprinting,website identity in multi-page browsing history,100,multiclass,DS-P43500-P43500-ALEXA-WSC-FG | DS-P43500-P43500-ALEXA-WSC-HMM,SCH0332 | SCH0335,ALEXA foreground site/page captures.,Validation or model-selection portion as reported by the paper.,ALEXA-HMM browsing-history sessions.,condition_holdout_non_temporal,,session_or_trace,condition_before_sample_split,eligible,,EVD2142
DES0482,P43500,semantic_inference,ALEXA open-world monitored-site identification,100 monitored website identities with background rejection,100,multiclass,DS-P43500-P43500-ALEXA-WSC-BG | DS-P43500-P43500-ALEXA-WSC-FG,SCH0333 | SCH0334,Training portion used for ALEXA open-world monitored-site identification.,Validation or model-selection portion as reported by the paper.,Test portion used for ALEXA open-world monitored-site identification.,pooled_kfold_or_cross_validation,,action_or_visit,sample_split_after_pooling,eligible,,EVD2143
DES0483,P44356,security_state_classification,ISCX IDS attack-type classification,normal plus four attack categories,5,multiclass,DS-ISCX-IDS-2012,SCH0347,Nine parts per class after selected days are pooled.,Validation/model-selection construction is not separately reported.,One part per class from those same selected days.,pooled_random_or_stratified_split,,flow,sample_split_after_pooling,eligible,,EVD2144
DES0484,P44356,semantic_inference,Balanced VPN application classification,15 application classes,15,multiclass,DS-ISCX-VPN-2016,SCH0348,Balanced application dataset; exact split unreported.,Validation/model-selection construction is not separately reported.,Balanced application dataset; exact split unreported.,protocol_not_reported,,unknown,unknown,eligible,,EVD2145
DES0485,P44356,semantic_inference,Balanced-to-full VPN verification,15 application classes,15,multiclass,DS-ISCX-VPN-2016,SCH0348,Balanced 15-application subset.,Validation/model-selection construction is not separately reported.,Full 15-application corpus.,condition_holdout_non_temporal,,flow,condition_before_sample_split,eligible,,EVD2146
DES0486,P44356,semantic_inference,Small-sample full VPN experiment,15 application classes,15,multiclass,DS-ISCX-VPN-2016,SCH0348,"1,000 records per class.",Validation/model-selection construction is not separately reported.,All remaining records.,official_or_fixed_partition_time_unknown,,flow,unknown,eligible,,EVD2147
DES0487,P44828,semantic_inference,D1 closed-world page fingerprinting,D1 social-media page identity,1000,multiclass,DS-P44828-INTRADOMAIN-WPF,,Nine stratified visit folds within a short campus collection.,Validation/model-selection construction is not separately reported.,Remaining visit fold.,pooled_kfold_or_cross_validation,,action_or_visit,sample_split_after_pooling,excluded,superseded_by_more_specific_designs,EVD2148
DES0488,P44828,semantic_inference,D2 closed-world page fingerprinting,D2 social-media page identity,300,multiclass,DS-P44828-INTRADOMAIN-WPF,,Nine stratified visit folds within a short campus collection.,Validation/model-selection construction is not separately reported.,Remaining visit fold.,pooled_kfold_or_cross_validation,,action_or_visit,sample_split_after_pooling,excluded,superseded_by_more_specific_designs,EVD2149
DES0489,P44828,semantic_inference,D3 open-world page fingerprinting,300 monitored page identities plus unmonitored,301,multiclass,DS-P44828-INTRADOMAIN-WPF,,Nine monitored folds plus selected unmonitored visits.,Validation/model-selection construction is not separately reported.,One monitored fold plus remaining unmonitored visits.,pooled_kfold_or_cross_validation,,action_or_visit,sample_split_after_pooling,excluded,superseded_by_more_specific_designs,EVD2150
DES0490,P44828,semantic_inference,D4 defended Instagram-page fingerprinting,50 Instagram profile identities,50,multiclass,DS-P44828-INTRADOMAIN-WPF,SCH0349,Nine stratified visit folds within a short campus collection.,Validation/model-selection construction is not separately reported.,Remaining visit fold.,pooled_kfold_or_cross_validation,,action_or_visit,sample_split_after_pooling,eligible,,EVD2151
DES0491,P44828,semantic_inference,D4-to-D5 Instagram-over-Tor transfer,50 Instagram profile identities,50,multiclass,DS-P44828-INTRADOMAIN-WPF,SCH0350,D4 ordinary-browser Instagram profile traces.,Validation/model-selection construction is not separately reported.,D5 Tor-browser traces for the same 50 profiles.,condition_holdout_non_temporal,,action_or_visit,condition_before_sample_split,eligible,,EVD2152
DES0492,P45261,semantic_inference,Cross-Platform app classification,mobile application identity,411,multiclass,DS-CROSS-PLATFORM-2017,SCH0354,Eight sample parts per downstream dataset.,One sample part.,One sample part from the same dataset.,pooled_random_or_stratified_split,,flow,sample_split_after_pooling,eligible,,EVD2153
DES0493,P45261,semantic_inference,CSTNET TLS 1.3 app classification,TLS application identity,120,multiclass,DS-CSTNET-TLS13-2021,,Eight sample parts per downstream dataset.,One sample part.,One sample part from the same dataset.,pooled_random_or_stratified_split,,flow,sample_split_after_pooling,excluded,superseded_by_more_specific_designs,EVD2154
DES0494,P45261,semantic_inference,ISCX-Tor application classification,Tor application/service identity,16,multiclass,DS-ISCX-TOR-2016,SCH0353,Eight sample parts per downstream dataset.,One sample part.,One sample part from the same dataset.,pooled_random_or_stratified_split,,flow,sample_split_after_pooling,eligible,,EVD2155
DES0495,P45261,semantic_inference,ISCX-VPN application classification,VPN application identity,17,multiclass,DS-ISCX-VPN-2016,SCH0352,Eight sample parts per downstream dataset.,One sample part.,One sample part from the same dataset.,pooled_random_or_stratified_split,,flow,sample_split_after_pooling,eligible,,EVD2156
DES0496,P45261,semantic_inference,ISCX-VPN service classification,VPN service category,12,multiclass,DS-ISCX-VPN-2016,SCH0351,Eight sample parts per downstream dataset.,One sample part.,One sample part from the same dataset.,pooled_random_or_stratified_split,,flow,sample_split_after_pooling,eligible,,EVD2157 | EVD2158
DES0497,P45261,other_eligible_fixed_labels,USTC-TFC traffic classification,benign application or malware family,20,multiclass,DS-USTC-TFC-2016,SCH0355,Eight sample parts per downstream dataset.,One sample part.,One sample part from the same dataset.,pooled_random_or_stratified_split,,flow,sample_split_after_pooling,eligible,,EVD2159
DES0498,P45721,semantic_inference,Chronological time-series CV1,mobile application identity,100,multiclass,DS-P45721-APPSNIFFER,SCH0356,"Five chronological folds are constructed. CV1 trains on fold 1, tests on fold 2, and reserves fold 5 for validation.","Chronological fold 5 is reserved for validation/model selection even though final tests use earlier folds 2, 3, or 4.","Five chronological folds are constructed. CV1 trains on fold 1, tests on fold 2, and reserves fold 5 for validation.",chronological_within_continuous_capture,,action_or_visit,condition_before_sample_split,eligible,,EVD2160
DES0499,P45721,semantic_inference,Chronological time-series CV2,mobile application identity,100,multiclass,DS-P45721-APPSNIFFER,SCH0356,"Five chronological folds are constructed. CV2 trains on fold 1–2, tests on fold 3, and reserves fold 5 for validation.","Chronological fold 5 is reserved for validation/model selection even though final tests use earlier folds 2, 3, or 4.","Five chronological folds are constructed. CV2 trains on fold 1–2, tests on fold 3, and reserves fold 5 for validation.",chronological_within_continuous_capture,,action_or_visit,condition_before_sample_split,eligible,,EVD2161
DES0500,P45721,semantic_inference,Chronological time-series CV3,mobile application identity,100,multiclass,DS-P45721-APPSNIFFER,SCH0356,"Five chronological folds are constructed. CV3 trains on fold 1–3, tests on fold 4, and reserves fold 5 for validation.","Chronological fold 5 is reserved for validation/model selection even though final tests use earlier folds 2, 3, or 4.","Five chronological folds are constructed. CV3 trains on fold 1–3, tests on fold 4, and reserves fold 5 for validation.",chronological_within_continuous_capture,,action_or_visit,condition_before_sample_split,eligible,,EVD2162
DES0501,P45721,semantic_inference,Normal-network to VPN app fingerprinting,mobile application identity,100,multiclass,DS-P45721-APPSNIFFER,SCH0356,A model trained with normal runs is tested separately on runs collected through four VPN services.,No separate validation/model-selection allocation is reported.,A model trained with normal runs is tested separately on runs collected through four VPN services.,condition_holdout_non_temporal,,action_or_visit,condition_before_sample_split,eligible,,EVD2163
DES0502,P45879,semantic_inference,Closed-world browser-specific website fingerprinting,website identity,100,multiclass,DS-P45879-LOW-OVERHEAD-WF,SCH0357,"For each browser, 100 visits per website are divided into 80 training and 20 test traces; temporal construction and visit grouping are not stated.",No separate validation/model-selection allocation is reported.,"For each browser, 100 visits per website are divided into 80 training and 20 test traces; temporal construction and visit grouping are not stated.",official_or_fixed_partition_time_unknown,,action_or_visit,unknown,eligible,,EVD2164
DES0503,P45879,semantic_inference,Open-world website fingerprinting,100 monitored website identities with unmonitored background,100,multiclass,DS-P45879-LOW-OVERHEAD-WF,SCH0358,"The open-world experiment combines the 100 monitored-site corpus with unmonitored traffic and reports classifier results, but does not establish a temporal partition.",No separate validation/model-selection allocation is reported.,"The open-world experiment combines the 100 monitored-site corpus with unmonitored traffic and reports classifier results, but does not establish a temporal partition.",official_or_fixed_partition_time_unknown,,action_or_visit,unknown,eligible,,EVD2165
DES0504,P46267,semantic_inference,WhatsApp behaviour classification,WhatsApp user-behaviour category,12,multiclass,DS-P46267-TFE-GNN-WWT,SCH0367,"After preprocessing (and non-overlapping 60-second blocks for scarce Tor flows), stratified sampling sequentially partitions each dataset 9:1 into training and test samples; no period grouping is reported.",No separate validation/model-selection allocation is reported.,"After preprocessing (and non-overlapping 60-second blocks for scarce Tor flows), stratified sampling sequentially partitions each dataset 9:1 into training and test samples; no period grouping is reported.",pooled_random_or_stratified_split,,flow,sample_split_after_pooling,eligible,,EVD2166
DES0505,P46267,semantic_inference,WeChat behaviour classification,WeChat user-behaviour category,9,multiclass,DS-P46267-TFE-GNN-WWT,SCH0363,"After preprocessing (and non-overlapping 60-second blocks for scarce Tor flows), stratified sampling sequentially partitions each dataset 9:1 into training and test samples; no period grouping is reported.",No separate validation/model-selection allocation is reported.,"After preprocessing (and non-overlapping 60-second blocks for scarce Tor flows), stratified sampling sequentially partitions each dataset 9:1 into training and test samples; no period grouping is reported.",pooled_random_or_stratified_split,,flow,sample_split_after_pooling,eligible,,EVD2167
DES0506,P46267,semantic_inference,Telegram behaviour classification,Telegram user-behaviour category,6,multiclass,DS-P46267-TFE-GNN-WWT,SCH0364,"After preprocessing (and non-overlapping 60-second blocks for scarce Tor flows), stratified sampling sequentially partitions each dataset 9:1 into training and test samples; no period grouping is reported.",No separate validation/model-selection allocation is reported.,"After preprocessing (and non-overlapping 60-second blocks for scarce Tor flows), stratified sampling sequentially partitions each dataset 9:1 into training and test samples; no period grouping is reported.",pooled_random_or_stratified_split,,flow,sample_split_after_pooling,eligible,,EVD2168
DES0507,P46267,semantic_inference,ISCX-VPN behaviour classification,six user-behaviour categories over VPN,6,multiclass,DS-ISCX-VPN-2016,SCH0368,"After preprocessing (and non-overlapping 60-second blocks for scarce Tor flows), stratified sampling sequentially partitions each dataset 9:1 into training and test samples; no period grouping is reported.",No separate validation/model-selection allocation is reported.,"After preprocessing (and non-overlapping 60-second blocks for scarce Tor flows), stratified sampling sequentially partitions each dataset 9:1 into training and test samples; no period grouping is reported.",pooled_random_or_stratified_split,,flow,sample_split_after_pooling,eligible,,EVD2169
DES0508,P46267,semantic_inference,ISCX-nonVPN behaviour classification,six user-behaviour categories without VPN,6,multiclass,DS-ISCX-VPN-2016,SCH0365,"After preprocessing (and non-overlapping 60-second blocks for scarce Tor flows), stratified sampling sequentially partitions each dataset 9:1 into training and test samples; no period grouping is reported.",No separate validation/model-selection allocation is reported.,"After preprocessing (and non-overlapping 60-second blocks for scarce Tor flows), stratified sampling sequentially partitions each dataset 9:1 into training and test samples; no period grouping is reported.",pooled_random_or_stratified_split,,flow,sample_split_after_pooling,eligible,,EVD2170
DES0509,P46267,semantic_inference,ISCX-Tor behaviour classification,eight user-behaviour categories over Tor,8,multiclass,DS-ISCX-TOR-2016,SCH0366,"After preprocessing (and non-overlapping 60-second blocks for scarce Tor flows), stratified sampling sequentially partitions each dataset 9:1 into training and test samples; no period grouping is reported.",No separate validation/model-selection allocation is reported.,"After preprocessing (and non-overlapping 60-second blocks for scarce Tor flows), stratified sampling sequentially partitions each dataset 9:1 into training and test samples; no period grouping is reported.",pooled_random_or_stratified_split,,flow,sample_split_after_pooling,eligible,,EVD2171
DES0510,P46267,semantic_inference,ISCX-nonTor behaviour classification,eight user-behaviour categories without Tor,8,multiclass,DS-ISCX-TOR-2016,SCH0362,"After preprocessing (and non-overlapping 60-second blocks for scarce Tor flows), stratified sampling sequentially partitions each dataset 9:1 into training and test samples; no period grouping is reported.",No separate validation/model-selection allocation is reported.,"After preprocessing (and non-overlapping 60-second blocks for scarce Tor flows), stratified sampling sequentially partitions each dataset 9:1 into training and test samples; no period grouping is reported.",pooled_random_or_stratified_split,,flow,sample_split_after_pooling,eligible,,EVD2172
DES0511,P46427,semantic_inference,SJTU-AN21 anonymous-traffic classification,anonymity-network/service class,10,multiclass,DS-SJTU-AN21,SCH0371,SJTU-AN21 supplies a separately collected test set from a different network environment than the training set.,No separate validation/model-selection allocation is reported.,SJTU-AN21 supplies a separately collected test set from a different network environment than the training set.,condition_holdout_non_temporal,,file_or_capture,condition_before_sample_split,eligible,,EVD2173
DES0512,P46427,semantic_inference,ISCX-Tor traffic classification,application/status class,16,multiclass,DS-ISCX-TOR-2016,SCH0372,The paper divides each class 80%/20% into training and test data; it does not report capture-time or parent grouping.,No separate validation/model-selection allocation is reported.,The paper divides each class 80%/20% into training and test data; it does not report capture-time or parent grouping.,official_or_fixed_partition_time_unknown,,flow,unknown,eligible,,EVD2174
