dataset_id,canonical_name,origin_type,collection_years,capture_provenance,dataset_boundary_basis,canonical_citation_key,canonical_citation,doi,canonical_url,identity_confidence,paper_ids,scheme_ids,use_ids,evidence_ids
DS-P42485-LUMOS,Lumos multi-environment IoT corpus,self_collected,,Lumos multi-environment IoT corpus contains 7 retained traffic components.,Training/test sites and laboratory activity levels are environment components of one Lumos evaluation corpus.,DBLP:conf/uss/SharmaSRS22,Rahul Anand Sharma; Elahe Soltanaghai; Anthony Rowe; Vyas Sekar. 2022. Lumos: Identifying and Localizing Diverse Hidden IoT Devices in an Unfamiliar Environment. USENIX Security.,,https://www.usenix.org/conference/usenixsecurity22/presentation/sharma-rahul,high,P42485,SCH0291 | SCH0292,USE0193,EVD0472 | EVD0542 | EVD0592 | EVD0631 | EVD0652 | EVD0694 | EVD0702 | EVD0735 | EVD0750 | EVD1020 | EVD1021 | EVD1022 | EVD2104 | EVD2105
DS-P42512-ONLINE-WF,Online website-fingerprinting corpus,self_collected,2020 | 2021,Online website-fingerprinting corpus contains 4 retained traffic components.,"Collection phases, dates, synthetic/genuine exit views, and paired entry-exit data are components of one coordinated online-WF study corpus.",DBLP:conf/uss/CherubinJT22,Giovanni Cherubin; Rob Jansen; Carmela Troncoso. 2022. Online Website Fingerprinting: Evaluating Website Fingerprinting Attacks on Tor in the Real World. USENIX Security.,,https://www.usenix.org/conference/usenixsecurity22/presentation/cherubin,high,P42512,SCH0293 | SCH0294 | SCH0295,USE0194,EVD0495 | EVD0594 | EVD0661 | EVD0662 | EVD0686 | EVD1023 | EVD1024 | EVD1025 | EVD1026 | EVD1062 | EVD1063 | EVD1199 | EVD2106 | EVD2107 | EVD2108
DS-P42516-MERIT-DEPLOYMENT,OpenVPN Merit deployment corpus,paper_self_collected,2021,"One week of Merit traffic from August 13 through 20, with controlled VPN traffic from a client station observed alongside ambient ISP flows.",Paper-defined passive deployment evaluation corpus.,p42516,OpenVPN is Open to VPN Fingerprinting.,,https://www.usenix.org/conference/usenixsecurity22/presentation/xue-diwen,high,P42516,SCH0296,USE0195,EVD1662 | EVD1860
DS-P42516-MERIT-TUNING,OpenVPN Merit ISP tuning corpus,paper_self_collected,2021,"Forty-five minutes of ambient Merit ISP traffic collected on July 28, 2021, containing 221,534 flows.",Paper-defined ambient negative training component.,p42516,OpenVPN is Open to VPN Fingerprinting.,,https://www.usenix.org/conference/usenixsecurity22/presentation/xue-diwen,high,P42516,SCH0297,USE0197,EVD1662 | EVD1861
DS-P42516-VPN-TUNING,OpenVPN multi-provider tuning corpus,paper_self_collected,2021,"Vanilla OpenVPN traffic from 20 commercial providers and two self-hosted servers, totaling 2,200 controlled traces.",Paper-defined positive training component.,p42516,OpenVPN is Open to VPN Fingerprinting.,,https://www.usenix.org/conference/usenixsecurity22/presentation/xue-diwen,high,P42516,SCH0298,USE0196,EVD1662 | EVD1862
DS-P42624-WTW-AMAZON,Watching the Watchers Amazon corpus,self_collected,,"1,210 fresh commercial-LTE traces of 32 random Amazon Prime Video titles, 120 seconds each.",Retained as a separately named or independently provenanced traffic corpus.,dataset_wtw_artifact,Watching the Watchers. https://sites.google.com/view/sec21-wtw/watching-the-watchers.,,https://sites.google.com/view/sec21-wtw/watching-the-watchers,high,P42624,SCH0310 | SCH0315,USE0206,EVD0522 | EVD1027 | EVD2111 | EVD2115
DS-P42624-WTW-AMAZONDT,Watching the Watchers AmazonDT corpus,self_collected,,310 fresh commercial-LTE traces of 36 random Amazon Prime Video titles for service-type decision-tree training.,Retained as a separately named or independently provenanced traffic corpus.,dataset_wtw_artifact,Watching the Watchers. https://sites.google.com/view/sec21-wtw/watching-the-watchers.,,https://sites.google.com/view/sec21-wtw/watching-the-watchers,high,P42624,SCH0313,USE0204,EVD0748 | EVD1028 | EVD2115
DS-P42624-WTW-NETFLIX,Watching the Watchers Netflix corpus,self_collected,,"1,001 commercial-LTE traces for 22 Netflix titles selected from a top-50 list, 800 seconds each.",Retained as a separately named or independently provenanced traffic corpus.,dataset_wtw_artifact,Watching the Watchers. https://sites.google.com/view/sec21-wtw/watching-the-watchers.,,https://sites.google.com/view/sec21-wtw/watching-the-watchers,high,P42624,SCH0304 | SCH0309 | SCH0311,USE0200,EVD0774 | EVD1029 | EVD2110 | EVD2115 | EVD2116
DS-P42624-WTW-NETFLIXDT,Watching the Watchers NetflixDT corpus,self_collected,,"298 fresh commercial-LTE traces of 31 random Netflix titles, 800 seconds each, for service-type decision-tree training.",Retained as a separately named or independently provenanced traffic corpus.,dataset_wtw_artifact,Watching the Watchers. https://sites.google.com/view/sec21-wtw/watching-the-watchers.,,https://sites.google.com/view/sec21-wtw/watching-the-watchers,high,P42624,SCH0303,USE0199,EVD0704 | EVD1030 | EVD2115
DS-P42624-WTW-TELECONF,Watching the Watchers Teleconf corpus,self_collected,,201 fresh 120-second LTE traces generated by Google Meet teleconferences.,Retained as a separately named or independently provenanced traffic corpus.,dataset_wtw_artifact,Watching the Watchers. https://sites.google.com/view/sec21-wtw/watching-the-watchers.,,https://sites.google.com/view/sec21-wtw/watching-the-watchers,high,P42624,SCH0314,USE0203,EVD0805 | EVD1031 | EVD2116
DS-P42624-WTW-WEB,Watching the Watchers Web corpus,self_collected,,268 fresh LTE traces generated by repeatedly visiting one of the Alexa top 50 websites for 120 seconds.,Retained as a separately named or independently provenanced traffic corpus.,dataset_wtw_web,Watching the Watchers. https://sites.google.com/view/sec21-wtw/watching-the-watchers. (Alexa top-site list cited separately.),,https://sites.google.com/view/sec21-wtw/watching-the-watchers,high,P42624,SCH0307,USE0201,EVD0796 | EVD1032 | EVD2116
DS-P42624-WTW-YOUTUBE100,Watching the Watchers YouTube100,self_collected,,"29,715 commercial-LTE traces of the top 100 YouTube music videos, 120 seconds each, across three MNOs and video qualities.",Retained as a separately named or independently provenanced traffic corpus.,dataset_wtw_artifact,Watching the Watchers. https://sites.google.com/view/sec21-wtw/watching-the-watchers.,,https://sites.google.com/view/sec21-wtw/watching-the-watchers,high,P42624,SCH0299 | SCH0301 | SCH0302 | SCH0305 | SCH0312,USE0202,EVD0606 | EVD1033 | EVD1034 | EVD1035 | EVD2109 | EVD2112 | EVD2113 | EVD2114 | EVD2115 | EVD2116
DS-P42624-WTW-YOUTUBE200,Watching the Watchers YouTube200 corpus,self_collected,,"6,424 fresh LTE traces of YouTube titles ranked 101-300, collected to expand class size and provide unseen titles.",Retained as a separately named or independently provenanced traffic corpus.,dataset_wtw_artifact,Watching the Watchers. https://sites.google.com/view/sec21-wtw/watching-the-watchers.,,https://sites.google.com/view/sec21-wtw/watching-the-watchers,high,P42624,SCH0300 | SCH0306 | SCH0316,USE0205,EVD0737 | EVD0811 | EVD1036 | EVD1037 | EVD2112 | EVD2115 | EVD2116
DS-P42624-WTW-YOUTUBECA,Watching the Watchers YouTubeCA corpus,self_collected,,"7,383 fresh LTE traces of the YouTube top 100 collected with carrier aggregation activated.",Retained as a separately named or independently provenanced traffic corpus.,dataset_wtw_artifact,Watching the Watchers. https://sites.google.com/view/sec21-wtw/watching-the-watchers.,,https://sites.google.com/view/sec21-wtw/watching-the-watchers,high,P42624,SCH0308,USE0198,EVD0696 | EVD1038 | EVD1039 | EVD2114
DS-P42690-INPUT-AGNOSTIC-KWS-2021,Input-Agnostic KWS corpus,self_collected,2021,"Baidu keyword-search traffic collected in an Android simulator from 13-15 April 2021, 50 keywords with 100 traces each.",Retained as a separately named or independently provenanced traffic corpus.,DBLP:conf/uss/QuMLL000FG23,Jian Qu; Xiaobo Ma; Jianfeng Li; Xiapu Luo; Lei Xue; Junjie Zhang; Zhenhua Li; Li Feng; Xiaohong Guan. 2023. An Input-Agnostic Hierarchical Deep Learning Framework for Traffic Fingerprinting. USENIX Security.,,https://github.com/shashadehuajiang/trace_classifier,medium,P42690,SCH0486,USE0303,EVD0764 | EVD1040 | EVD2551 | EVD2552 | EVD2553 | EVD2554 | EVD2555 | EVD2556
DS-P42690-INPUT-AGNOSTIC-SWF-2020,Input-Agnostic SWF corpus,self_collected,2020,"Shadowsocks website traces collected 26 October-2 November 2020 from 23 monitored websites and 3,300 background websites.",Retained as a separately named or independently provenanced traffic corpus.,DBLP:conf/uss/QuMLL000FG23,Jian Qu; Xiaobo Ma; Jianfeng Li; Xiapu Luo; Lei Xue; Junjie Zhang; Zhenhua Li; Li Feng; Xiaohong Guan. 2023. An Input-Agnostic Hierarchical Deep Learning Framework for Traffic Fingerprinting. USENIX Security.,,https://github.com/shashadehuajiang/trace_classifier,medium,P42690,SCH0319,USE0209,EVD0742 | EVD1041 | EVD2118 | EVD2121 | EVD2122
DS-P42933-LBNL-SSH,LBNL interactive SSH corpus,paper_self_collected,2016 to 2022,"Six years of border PCAP and SSH syslog data covering 77 months, 632,000 filtered interactive connections, and about 3,900 users.",One continuous LBNL SSH monitoring corpus.,p42933,Network Detection of Interactive SSH Impostors Using Deep Learning.,,https://www.usenix.org/conference/usenixsecurity23/presentation/piet,high,P42933,SCH0320 | SCH0321,USE0210,EVD1663 | EVD1664 | EVD1665 | EVD1666 | EVD1863
DS-P42933-LBNL-TELNET,LBNL Telnet and Rlogin corpus,paper_self_collected,2001,"One hundred days of cleartext Telnet and Rlogin traffic at LBNL, yielding 24,000 interactive connections for about 1,300 users.",Independent historical interactive-login corpus.,p42933,Network Detection of Interactive SSH Impostors Using Deep Learning.,,https://www.usenix.org/conference/usenixsecurity23/presentation/piet,high,P42933,SCH0322,USE0211,EVD1667 | EVD1864
DS-P43001-ROSETTA-APPLICATION,Rosetta real-application corpus,self_collected,,Rosetta real-application corpus contains 6 retained traffic components.,The six application taus are network-environment components of one real-application task corpus.,DBLP:conf/uss/XieCDX00SZ23,"Renjie Xie, Jiahao Cao, Enhuan Dong, Mingwei Xu, Kun Sun, Qi Li, Licheng Shen, and Menghao Zhang. 2023. Rosetta: Enabling Robust TLS Encrypted Traffic Classification in Diverse Network Environments with TCP-Aware Traffic Augmentation. USENIX Security.",,https://github.com/sunskyXX/Rosetta.git,high,P43001,SCH0488,USE0305,EVD0478 | EVD0503 | EVD0551 | EVD0579 | EVD0645 | EVD0740 | EVD1042 | EVD1043 | EVD2563 | EVD2564 | EVD2565 | EVD2566 | EVD2567 | EVD2568
DS-P43001-ROSETTA-WEBSITE,Rosetta real-website corpus,self_collected,,Rosetta real-website corpus contains 6 retained traffic components.,The six website taus are network-environment components of one real-website task corpus.,DBLP:conf/uss/XieCDX00SZ23,"Renjie Xie, Jiahao Cao, Enhuan Dong, Mingwei Xu, Kun Sun, Qi Li, Licheng Shen, and Menghao Zhang. 2023. Rosetta: Enabling Robust TLS Encrypted Traffic Classification in Diverse Network Environments with TCP-Aware Traffic Augmentation. USENIX Security.",,https://github.com/sunskyXX/Rosetta.git,high,P43001,SCH0489,USE0306,EVD0544 | EVD0621 | EVD0759 | EVD0778 | EVD0782 | EVD0792 | EVD1044 | EVD1045 | EVD1046 | EVD2557 | EVD2558 | EVD2559 | EVD2560 | EVD2561 | EVD2562
DS-P43021-VA-FP,Voice-assistant fingerprinting corpus,self_collected,,Voice-assistant fingerprinting corpus contains 10 retained traffic components.,"Assistants, devices, users, idle traffic, skills, and command scenarios are components of the coordinated voice-assistant corpus.",DBLP:conf/uss/AhmedS023,Dilawer Ahmed; Aafaq Sabir; Anupam Das. 2023. Spying through Your Voice Assistants: Realistic Voice Command Fingerprinting. USENIX Security.,,https://github.com/dilawer11/va-fingerprinting,high,P43021,SCH0323 | SCH0325 | SCH0326 | SCH0327 | SCH0328,USE0213,EVD0508 | EVD0553 | EVD0582 | EVD0622 | EVD0663 | EVD0690 | EVD0692 | EVD0695 | EVD0707 | EVD0812 | EVD1047 | EVD1048 | EVD1049 | EVD1050 | EVD1051 | EVD1064 | EVD1065 | EVD1066 | EVD2126 | EVD2127 | EVD2128 | EVD2129 | EVD2130 | EVD2131 | EVD2132
DS-P43500-P43500-ALEXA-WSC-BG,ALEXA-WSC-BG,self_collected,,Alexa background/unmonitored Tor traces gathered in the paper's collection.,Retained as a separately named or independently provenanced traffic corpus.,DBLP:conf/uss/Mitseva024,"Asya Mitseva; Andriy Panchenko. 2024. Stop, Don't Click Here Anymore: Boosting Website Fingerprinting By Considering Sets of Subpages. USENIX Security.",,https://www.usenix.org/conference/usenixsecurity24/presentation/mitseva,high,P43500,SCH0334,USE0219,EVD0685 | EVD1052 | EVD2143
DS-P43500-P43500-ALEXA-WSC-FG,ALEXA-WSC-FG,self_collected,,Alexa website/subpage Tor traces collected with Tor Browser 7.5.6; 90 traces per site/subpage unit.,Retained as a separately named or independently provenanced traffic corpus.,DBLP:conf/uss/Mitseva024,"Asya Mitseva; Andriy Panchenko. 2024. Stop, Don't Click Here Anymore: Boosting Website Fingerprinting By Considering Sets of Subpages. USENIX Security.",,https://www.usenix.org/conference/usenixsecurity24/presentation/mitseva,high,P43500,SCH0333 | SCH0335 | SCH0337,USE0217,EVD0497 | EVD1053 | EVD2140 | EVD2142 | EVD2143
DS-P43500-P43500-ALEXA-WSC-HMM,ALEXA-WSC-HMM,self_collected,,Separate Alexa browsing-session capture consisting of ten user sessions.,Retained as a separately named or independently provenanced traffic corpus.,DBLP:conf/uss/Mitseva024,"Asya Mitseva; Andriy Panchenko. 2024. Stop, Don't Click Here Anymore: Boosting Website Fingerprinting By Considering Sets of Subpages. USENIX Security.",,https://www.usenix.org/conference/usenixsecurity24/presentation/mitseva,high,P43500,SCH0332,USE0216,EVD0461 | EVD1054 | EVD2142
DS-P43500-P43500-TRANCO-WSC-FG,TRANCO-WSC-FG,self_collected,,Tranco website/subpage Tor traces collected with Tor Browser 12.5.3; one trace for each selected item.,Retained as a separately named or independently provenanced traffic corpus.,DBLP:conf/uss/Mitseva024,"Asya Mitseva; Andriy Panchenko. 2024. Stop, Don't Click Here Anymore: Boosting Website Fingerprinting By Considering Sets of Subpages. USENIX Security.",,https://www.usenix.org/conference/usenixsecurity24/presentation/mitseva,high,P43500,SCH0336,USE0218,EVD0480 | EVD1055 | EVD2141
DS-P43793-FBSAD,FBSAD fake base-station corpus,paper_self_collected,2024,POWDER over-the-air cellular traces contain legitimate and fake base-station traffic under mobility and five attacker capability levels using srsRAN and OpenAirInterface.,Paper-defined FBSAD corpus.,p43793,Gotta Detect 'Em All: Fake Base Station and Multi-Step Attack Detection in Cellular Networks.,,https://www.usenix.org/conference/usenixsecurity25/presentation/mubasshir,high,P43793,SCH0340 | SCH0341,USE0224,EVD1668 | EVD1669 | EVD1672 | EVD1870
DS-P43793-LAB-VALIDATION,FBSDetector controlled lab validation corpus,paper_self_collected,2024,"A smartphone with the deployed app is tested on a controlled 4G lab and commercial Google Fi scenarios, including ordinary FBS activity, all 21 attacks, and an unseen Overshadow attack.",Paper-defined deployment and zero-shot validation corpus.,p43793,Gotta Detect 'Em All: Fake Base Station and Multi-Step Attack Detection in Cellular Networks.,,https://www.usenix.org/conference/usenixsecurity25/presentation/mubasshir,high,P43793,SCH0342 | SCH0343,USE0222,EVD1669 | EVD1670 | EVD1672 | EVD1871
DS-P43793-MSAD,MSAD multi-step cellular attack corpus,paper_self_collected,2024,POWDER traces cover benign traffic and 21 implemented multi-step cellular attacks in NAS and RRC layers.,Paper-defined MSAD corpus.,p43793,Gotta Detect 'Em All: Fake Base Station and Multi-Step Attack Detection in Cellular Networks.,,https://www.usenix.org/conference/usenixsecurity25/presentation/mubasshir,high,P43793,SCH0344,USE0223,EVD1670 | EVD1671 | EVD1872
DS-P43907-SMS-AIT,Three-month multi-country SMS authentication corpus,paper_self_collected,2023,"About 9.4 million SMS request logs from 19 countries between August and October 2023, split into web and native-client channels and labeled as attack or genuine.",One coordinated authentication-service log corpus.,p43907,Preventing Artificially Inflated SMS Attacks through Large-Scale Traffic Inspection.,,https://www.usenix.org/conference/usenixsecurity25/presentation/huh,high,P43907,SCH0345 | SCH0346,USE0225,EVD1673 | EVD1674 | EVD1873
DS-P44828-INTRADOMAIN-WPF,Intra-domain webpage-fingerprinting corpus,self_collected,,Intra-domain webpage-fingerprinting corpus contains 4 retained traffic components.,"D1, D2, D3, and D5 are scenario components of the same intra-domain corpus.",dataset_intradomain_wpf_artifact,Visited February 2021. Intra-domain webpage fingerprinting dataset. https://github.com/ResearchWPF/Intra-domain-WPF.git.,,https://github.com/ResearchWPF/Intra-domain-WPF.git,high,P44828,SCH0349 | SCH0350 | SCH0490 | SCH0491 | SCH0492,USE0307,EVD0649 | EVD0669 | EVD0677 | EVD0779 | EVD0798 | EVD1067 | EVD1068 | EVD2151 | EVD2152 | EVD2575 | EVD2576 | EVD2577 | EVD2578 | EVD2579 | EVD2580 | EVD2581 | EVD2582 | EVD2583 | EVD2584 | EVD2585 | EVD2586 | EVD2587 | EVD2588 | EVD2589 | EVD2590 | EVD2591 | EVD2592
DS-P45721-APPSNIFFER,AppSniffer multi-tunnel corpus,self_collected,,AppSniffer multi-tunnel corpus contains 6 retained traffic components.,"Normal, VPN-provider, and concurrent-app traffic are tunnel/workload conditions of one AppSniffer corpus.",DBLP:conf/www/OhL0BK23,Sanghak Oh; Minwook Lee; Hyunwoo Lee; Elisa Bertino; Hyoungshick Kim. 2023. AppSniffer: Towards Robust Mobile App Fingerprinting Against VPN. The Web Conference (WWW).,10.1145/3543507.3583473,https://github.com/network-traffic/AppSniffer,high,P45721,SCH0356,USE0232,EVD0540 | EVD0545 | EVD0567 | EVD0664 | EVD0689 | EVD0773 | EVD1069 | EVD1070 | EVD1200 | EVD2160 | EVD2161 | EVD2162 | EVD2163
DS-P45879-LOW-OVERHEAD-WF,Low-overhead multi-browser website-fingerprinting corpus,self_collected,,Low-overhead multi-browser website-fingerprinting corpus contains 3 retained traffic components.,"Chrome, Edge, and Firefox are client conditions within one website-fingerprinting corpus.",DBLP:conf/www/HuangMDQGF023,Guodong Huang; Chuan Ma; Ming Ding; Yuwen Qian; Chunpeng Ge; Liming Fang; Zhe Liu. 2023. Efficient and Low Overhead Website Fingerprinting Attacks and Defenses based on TCP/IP Traffic. The Web Conference (WWW).,10.1145/3543507.3583200,https://doi.org/10.1145/3543507.3583200,high,P45879,SCH0357 | SCH0358,USE0233,EVD0515 | EVD0584 | EVD0718 | EVD1071 | EVD1072 | EVD2164 | EVD2165
DS-P46126-NETTRACK,Net-track Alexa top-20K traffic corpus,paper_self_collected,2022,"Selenium and Chrome visit Alexa top-20K homepages over four weeks, producing about 350,000 per-connection traces labeled with EasyList and EasyPrivacy.",Paper-defined web tracker corpus.,p46126,Net-track: Generic Web Tracking Detection Using Packet Metadata.,10.1145/3543507.3583372,https://doi.org/10.1145/3543507.3583372,high,P46126,SCH0359,USE0234,EVD1675 | EVD1874
DS-P46215-SCANNERSCOPE,ScannerScope WVS and human browsing corpus,paper_self_collected,2022,"Twelve web vulnerability scanners each run ten rounds against WordPress and Joomla targets, producing 240 scan sessions, while 159 recruited users browse the same applications.",One coordinated scanner and human testbed corpus.,p46215,Scan Me If You Can: Understanding and Detecting Unwanted Vulnerability Scanning.,10.1145/3543507.3583394,https://doi.org/10.1145/3543507.3583394,high,P46215,SCH0360 | SCH0361,USE0235,EVD1676 | EVD1677 | EVD1678 | EVD1679 | EVD1875
DS-P46267-TFE-GNN-WWT,TFE-GNN WWT corpus,self_collected,,"Self-collected encrypted messaging traffic from WeChat, WhatsApp, and Telegram.",Retained as a separately named or independently provenanced traffic corpus.,DBLP:conf/www/ZhangYXLMLL23,Haozhen Zhang; Le Yu; Xi Xiao; Qing Li; Francesco Mercaldo; Xiapu Luo; Qixu Liu. 2023. TFE-GNN: A Temporal Fusion Encoder Using Graph Neural Networks for Fine-grained Encrypted Traffic Classification. The Web Conference (WWW).,10.1145/3543507.3583227,https://doi.org/10.1145/3543507.3583227,high,P46267,SCH0363 | SCH0364 | SCH0367,USE0237,EVD0657 | EVD1073 | EVD2166 | EVD2167 | EVD2168
DS-P46522-CF-2022-2023,Contrastive Fingerprinting (CF) dataset,self_collected,2022 | 2023,Real Tor traffic collected with Tor Browser 12.x between October 2022 and February 2023; CF500 and CF9000 are closed/open-world partitions of the same capture lineage.,Retained as a separately named or independently provenanced traffic corpus.,DBLP:conf/www/0004FHZSCL24,Yi Xie; Jiahao Feng; Wenju Huang; Yixi Zhang; Xueliang Sun; Xiaochou Chen; Xiapu Luo. 2024. Contrastive Fingerprinting: A Novel Website Fingerprinting Attack over Few-shot Traces. The Web Conference (WWW).,10.1145/3589334.3645575,https://doi.org/10.1145/3589334.3645575,high,P46522,SCH0376 | SCH0377 | SCH0378 | SCH0380 | SCH0382 | SCH0385,USE0245,EVD0517 | EVD0635 | EVD1074 | EVD1075 | EVD2178 | EVD2179 | EVD2180 | EVD2182 | EVD2183 | EVD2184
DS-P47353-DECETT,DecETT multi-tunnel corpus,self_collected,,DecETT multi-tunnel corpus contains 5 retained traffic components.,The five tunnel protocols are condition components in one DecETT collection.,DBLP:conf/www/GuLZYGX0L25,Zheyuan Gu; Chang Liu; Xiyuan Zhang; Chen Yang; Gaopeng Gou; Gang Xiong; Zhen Li; Sijia Li. 2025. DecETT: Accurate App Fingerprinting Under Encrypted Tunnels via Dual Decouple-based Semantic Enhancement. The Web Conference (WWW).,10.1145/3696410.3714643,https://github.com/DecETT/DecETT,high,P47353,SCH0399,USE0255,EVD0531 | EVD0617 | EVD0698 | EVD0719 | EVD0720 | EVD1076 | EVD1077 | EVD2199 | EVD2200 | EVD2201 | EVD2202 | EVD2203 | EVD2204
DS-P47584-HOLMES-WATSON,HOLMES & WATSON evaluation corpus,self_collected,2024,HOLMES & WATSON evaluation corpus contains 11 retained traffic components.,"Browser, bandwidth, site-list, open-world, and time-drift captures are condition components in one coordinated release.",DBLP:conf/www/ChengZLSDD025,Yifei Cheng; Yujia Zhu; Baiyang Li; Peishuai Sun; Yong Ding; Xinhao Deng; Qingyun Liu. 2025. HOLMES & WATSON: A Robust and Lightweight HTTPS Website Fingerprinting through HTTP Version Parallelism. The Web Conference (WWW).,10.1145/3696410.3714578,https://zenodo.org/records/14727250,high,P47584,SCH0400 | SCH0401 | SCH0402 | SCH0403 | SCH0404,USE0256,EVD0455 | EVD0469 | EVD0473 | EVD0486 | EVD0513 | EVD0563 | EVD0581 | EVD0587 | EVD0607 | EVD0612 | EVD0629 | EVD0636 | EVD0650 | EVD0654 | EVD0674 | EVD0703 | EVD0708 | EVD0714 | EVD0721 | EVD0777 | EVD0788 | EVD0808 | EVD1078 | EVD1079 | EVD1080 | EVD1081 | EVD1876 | EVD1877 | EVD2205 | EVD2206 | EVD2207 | EVD2208 | EVD2209 | EVD2210 | EVD2211 | EVD2212 | EVD2213 | EVD2214 | EVD2215 | EVD2216 | EVD2217 | EVD2218
DS-P48170-NOMOATS,NoMoATS Android traffic corpus,paper_self_collected,2019,"A Nexus 6 running Android 7.1 and Droidbot exercises 307 apps selected across 35 Google Play categories, producing 37,438 HTTP or HTTPS requests labeled by originating app or A&T library stack traces.",Paper-defined Android app and library traffic corpus.,p48170,NoMoATS: Towards Automatic Detection of Mobile Tracking.,10.2478/popets-2020-0017,https://doi.org/10.2478/POPETS-2020-0017,high,P48170,SCH0405 | SCH0406,USE0257,EVD1680 | EVD1681 | EVD1878
DS-P48246-GANDALF,GANDaLF GDLF corpus,self_collected,,GANDaLF GDLF corpus contains 3 retained traffic components.,"GDLF monitored, open-world, and older-wave data are coordinated components of the GDLF release.",DBLP:journals/popets/OhMRWH21,"Se Eun Oh, Nate Mathews, Mohammad Saidur Rahman, Matthew Wright, and Nicholas Hopper. 2021. GANDaLF: GAN for Data-Limited Fingerprinting. Proceedings on Privacy Enhancing Technologies.",10.2478/popets-2021-0029,https://github.com/traffic-analysis/gandalf,high,P48246,SCH0416,USE0265,EVD0456 | EVD0590 | EVD0671 | EVD1082 | EVD1083 | EVD2228
DS-P48290-QUIC-TCP-WF-2021,Website Fingerprinting in the Age of QUIC dataset,self_collected,,"Approximately 117,000 TCP and QUIC website traces collected in a coordinated two-phase crawl through three WireGuard gateways.",Retained as a separately named or independently provenanced traffic corpus.,DBLP:journals/popets/SmithMP21,Jean-Pierre Smith; Prateek Mittal; Adrian Perrig. 2021. Website Fingerprinting in the Age of QUIC. PETS/PoPETs.,10.2478/popets-2021-0017,https://github.com/jpcsmith/wf-in-the-age-of-quic,high,P48290,SCH0417,USE0268,EVD0746 | EVD1084 | EVD1085 | EVD1086 | EVD1880 | EVD2230 | EVD2231
DS-P48305-HOMESNITCH-FLORIDA-2020,HomeSnitch-associated Florida capture (2020),fresh_recapture,2020,Fresh US-Florida IoT traffic captured in early 2020 for 12 days across 24 device types/28 instances; the release/source identity is unresolved.,Retained as a separately named or independently provenanced traffic corpus.,DBLP:journals/popets/Ahmed0Z22,Dilawer Ahmed; Anupam Das; Fareed Zaffar. 2022. Analyzing the Feasibility and Generalizability of Fingerprinting Internet of Things Devices. PETS/PoPETs.,10.2478/popets-2022-0057,https://doi.org/10.2478/popets-2022-0057,low,P48305,SCH0420 | SCH0421 | SCH0434 | SCH0437 | SCH0440 | SCH0443 | SCH0444,USE0270,EVD0597 | EVD1087 | EVD1088 | EVD2233 | EVD2240 | EVD2241 | EVD2248 | EVD2249 | EVD2250 | EVD2251 | EVD2252 | EVD2253 | EVD2254 | EVD2255 | EVD2256 | EVD2257 | EVD2262
DS-P48305-HOMESNITCH-FLORIDA-2021-RECAPTURE,HomeSnitch-associated Florida recapture (May 2021),fresh_recapture,2021,Fresh May 2021 HomeSnitch-team traffic for 15 device classes common to the early-2020 Florida source capture.,The evaluated paper explicitly calls this another/new round of data and evaluates it only as the held-out 2021 target; it is independently captured from the 2020 source corpus.,DBLP:journals/popets/Ahmed0Z22,Dilawer Ahmed; Anupam Das; Fareed Zaffar. 2022. Analyzing the Feasibility and Generalizability of Fingerprinting Internet of Things Devices. PETS/PoPETs.,10.2478/popets-2022-0057,https://doi.org/10.2478/popets-2022-0057,high,P48305,SCH0423 | SCH0442,USE0274,EVD0570 | EVD0643 | EVD0892 | EVD0893 | EVD2240 | EVD2241 | EVD2262
DS-P48305-IOT-GENERALIZABILITY-OWN-NC-2020,IoT generalizability North Carolina lab corpus,self_collected,2020,Fresh North Carolina laboratory IoT capture collected in early 2020 by the evaluated paper.,Retained as a separately named or independently provenanced traffic corpus.,DBLP:journals/popets/Ahmed0Z22,Dilawer Ahmed; Anupam Das; Fareed Zaffar. 2022. Analyzing the Feasibility and Generalizability of Fingerprinting Internet of Things Devices. PETS/PoPETs.,10.2478/popets-2022-0057,https://doi.org/10.2478/POPETS-2022-0057,high,P48305,SCH0424 | SCH0425 | SCH0430 | SCH0431 | SCH0432 | SCH0438,USE0272,EVD0496 | EVD1089 | EVD1090 | EVD2234 | EVD2238 | EVD2239 | EVD2244 | EVD2245 | EVD2246 | EVD2247 | EVD2252 | EVD2253 | EVD2254 | EVD2255 | EVD2256 | EVD2257 | EVD2261
DS-P48305-IOT-GENERALIZABILITY-OWN-NC-2021-RECAPTURE,IoT generalizability North Carolina lab recapture (January 2021),fresh_recapture,2021,Fresh January 2021 North Carolina laboratory traffic for the same eight device classes as the early-2020 source capture.,The evaluated paper explicitly calls this another/new round of data and evaluates it only as the held-out 2021 target; it is independently captured from the 2020 source corpus.,DBLP:journals/popets/Ahmed0Z22,Dilawer Ahmed; Anupam Das; Fareed Zaffar. 2022. Analyzing the Feasibility and Generalizability of Fingerprinting Internet of Things Devices. PETS/PoPETs.,10.2478/popets-2022-0057,https://doi.org/10.2478/popets-2022-0057,high,P48305,SCH0419,USE0271,EVD0467 | EVD0493 | EVD0894 | EVD0895 | EVD0896 | EVD2238 | EVD2239 | EVD2261
