rq1_scheme_decision_id,scheme_id,paper_id,dataset_id,dimension,outcome,condition_pair,complete_class_count,common_pair_class_count,complete_scheme_verified,stable_semantics_verified,condition_membership_recoverable,fresh_parent_traffic_both_values,evidence_ids,decision_basis,confidence
R1S1026,SCH0385,P46522,DS-P46522-CF-2022-2023,temporal,not_documented,,95,,yes,unknown,unknown,unknown,EVD1075,"The overall interval spans at least three months, but the paper does not map each website class to separable dates.",medium
R1S1027,SCH0386,P46578,DS-CSE-CIC-IDS-2018,client,not_documented,,7,,yes,unknown,unknown,unknown,EVD2186,Class-to-condition mapping was not reported clearly enough to establish coverage.,low
R1S1028,SCH0386,P46578,DS-CSE-CIC-IDS-2018,network,documented_no_support,,7,0,yes,unknown,unknown,unknown,EVD1155,Host and subnet multiplicity inside one testbed does not establish a cross-site/access/provider contrast.,high
R1S1029,SCH0386,P46578,DS-CSE-CIC-IDS-2018,temporal,not_documented,,7,,yes,unknown,unknown,unknown,EVD2186,Class-to-condition mapping was not reported clearly enough to establish coverage.,low
R1S1030,SCH0387,P46578,DS-TON-IOT,client,not_documented,,10,,yes,unknown,unknown,unknown,EVD1119,"The testbed includes heterogeneous hosts, but attack-class coverage across client configurations is not documented.",medium
R1S1031,SCH0387,P46578,DS-TON-IOT,network,documented_no_support,,10,0,yes,unknown,unknown,unknown,EVD1119,Multiple hosts and layers occur inside one designed testbed; no second site/access network/provider condition is documented for the same ten-class task.,high
R1S1032,SCH0387,P46578,DS-TON-IOT,temporal,not_documented,,10,,yes,unknown,unknown,unknown,EVD1119,"Ground-truth timestamps exist, but the audited sources do not establish a common temporal pair for all ten classes.",medium
R1S1033,SCH0388,P47085,DS-ISCX-TOR-2016,client,not_documented,,8,,yes,unknown,unknown,unknown,EVD2192,Class-to-condition mapping was not reported clearly enough to establish coverage.,low
R1S1034,SCH0388,P47085,DS-ISCX-TOR-2016,network,documented_no_support,,8,,yes,unknown,unknown,unknown,EVD2192,"In this 16-label view, anonymity status is part of the target label rather than an orthogonal network condition.",high
R1S1035,SCH0388,P47085,DS-ISCX-TOR-2016,temporal,not_documented,,8,,yes,unknown,unknown,unknown,EVD2192,Class-to-condition mapping was not reported clearly enough to establish coverage.,low
R1S1036,SCH0389,P47085,DS-CIC-IDS-2017,client,not_documented,,8,,yes,unknown,unknown,unknown,EVD2193,No per-class client-condition mapping is reported for the selected eight-class view.,low
R1S1037,SCH0389,P47085,DS-CIC-IDS-2017,network,not_documented,,8,,yes,unknown,unknown,unknown,EVD2193,No per-class operational network-condition mapping is reported for the selected eight-class view.,low
R1S1038,SCH0389,P47085,DS-CIC-IDS-2017,temporal,not_documented,,8,,yes,unknown,unknown,unknown,EVD2193,"The selected source label view is eight-class, but within-CIC-IDS2017 per-class time coverage is not reported by P47085. The separate IDS2018 target does not establish within-dataset capability.",low
R1S1039,SCH0390,P47085,DS-CROSSNET-2021,client,not_documented,,20,,yes,unknown,unknown,unknown,EVD2197,Class-to-condition mapping was not reported clearly enough to establish coverage.,low
R1S1040,SCH0390,P47085,DS-CROSSNET-2021,network,documented_no_support,,20,0,yes,yes,yes,unknown,EVD0835,The documented contrast changes only software-controlled QoS settings and does not establish two qualifying physical network values.,high
R1S1041,SCH0390,P47085,DS-CROSSNET-2021,temporal,supported,CrossNet2021 Scenario A campaign | CrossNet2021 Scenario B campaign,20,20,yes,yes,yes,yes,EVD2197,"CrossNet2021 contains the same 20 application categories in two distinct collection scenarios. Section 7.5 uses all Scenario A traffic for training and Scenario B traffic for testing, so membership is recoverable.",high
R1S1042,SCH0391,P47085,DS-CROSSNET-2021,client,not_documented,,20,,yes,unknown,unknown,unknown,EVD2194,Class-to-condition mapping was not reported clearly enough to establish coverage.,low
R1S1043,SCH0391,P47085,DS-CROSSNET-2021,network,documented_no_support,,20,0,yes,yes,yes,unknown,EVD0835,The documented contrast changes only software-controlled QoS settings and does not establish two qualifying physical network values.,high
R1S1044,SCH0391,P47085,DS-CROSSNET-2021,temporal,not_documented,,20,,yes,unknown,unknown,unknown,EVD2194,Class-to-condition mapping was not reported clearly enough to establish coverage.,low
R1S1045,SCH0392,P47085,DS-CIC-IDS-2017,client,not_documented,,8,,yes,unknown,unknown,unknown,EVD2189,No per-class client-condition mapping is reported for the selected eight-class view.,low
R1S1046,SCH0392,P47085,DS-CIC-IDS-2017,network,not_documented,,8,,yes,unknown,unknown,unknown,EVD2189,No per-class operational network-condition mapping is reported for the selected eight-class view.,low
R1S1047,SCH0392,P47085,DS-CIC-IDS-2017,temporal,not_documented,,8,,yes,unknown,unknown,unknown,EVD2189,"The selected source label view is eight-class, but within-CIC-IDS2017 per-class time coverage is not reported by P47085. The separate IDS2018 target does not establish within-dataset capability.",low
R1S1048,SCH0393,P47085,DS-CIC-IDS-2017,client,not_documented,,8,,yes,unknown,unknown,unknown,EVD2195 | EVD2196 | EVD2198,No per-class client-condition mapping is reported for the selected eight-class view.,low
R1S1049,SCH0393,P47085,DS-CIC-IDS-2017,network,not_documented,,8,,yes,unknown,unknown,unknown,EVD2195 | EVD2196 | EVD2198,No per-class operational network-condition mapping is reported for the selected eight-class view.,low
R1S1050,SCH0393,P47085,DS-CIC-IDS-2017,temporal,not_documented,,8,,yes,unknown,unknown,unknown,EVD2195 | EVD2196 | EVD2198,"The selected source label view is eight-class, but within-CIC-IDS2017 per-class time coverage is not reported by P47085. The separate IDS2018 target does not establish within-dataset capability.",low
R1S1051,SCH0394,P47085,DS-CROSSNET-2021,client,not_documented,,20,,yes,unknown,unknown,unknown,EVD2190,Class-to-condition mapping was not reported clearly enough to establish coverage.,low
R1S1052,SCH0394,P47085,DS-CROSSNET-2021,network,documented_no_support,,20,0,yes,yes,yes,unknown,EVD0835,The documented contrast changes only software-controlled QoS settings and does not establish two qualifying physical network values.,high
R1S1053,SCH0394,P47085,DS-CROSSNET-2021,temporal,not_documented,,20,,yes,unknown,unknown,unknown,EVD2190,Class-to-condition mapping was not reported clearly enough to establish coverage.,low
R1S1054,SCH0395,P47085,DS-CSE-CIC-IDS-2018,client,not_documented,,8,,yes,unknown,unknown,unknown,EVD2195 | EVD2196 | EVD2198,Class-to-condition mapping was not reported clearly enough to establish coverage.,low
R1S1055,SCH0395,P47085,DS-CSE-CIC-IDS-2018,network,documented_no_support,,8,0,yes,unknown,unknown,unknown,EVD1155,Host and subnet multiplicity inside one testbed does not establish a cross-site/access/provider contrast.,high
R1S1056,SCH0395,P47085,DS-CSE-CIC-IDS-2018,temporal,not_documented,,8,,yes,unknown,unknown,unknown,EVD2195 | EVD2196 | EVD2198,Class-to-condition mapping was not reported clearly enough to establish coverage.,low
R1S1057,SCH0396,P47085,DS-USTC-TFC-2016,client,not_documented,,20,,yes,unknown,unknown,unknown,EVD1129,"Client hardware, OS, application/malware versions, and within-class mappings are absent from the release manifest.",medium
R1S1058,SCH0396,P47085,DS-USTC-TFC-2016,network,not_documented,,20,,yes,unknown,unknown,unknown,EVD1129,"Capture provenance differs across parts of the corpus, but class-addressable site/access/provider conditions within every class are not documented.",medium
R1S1059,SCH0396,P47085,DS-USTC-TFC-2016,temporal,not_documented,,20,,yes,unknown,unknown,unknown,EVD1129,Class-named capture files lack a versioned timestamp/campaign manifest; file separation does not prove a single or multiple temporal condition within a class.,medium
R1S1060,SCH0397,P47085,DS-ISCX-TOR-2016,client,not_documented,,8,,yes,unknown,unknown,unknown,EVD2188,Class-to-condition mapping was not reported clearly enough to establish coverage.,low
R1S1061,SCH0397,P47085,DS-ISCX-TOR-2016,network,documented_no_support,,8,,yes,unknown,unknown,unknown,EVD2188,"In this 16-label view, anonymity status is part of the target label rather than an orthogonal network condition.",high
R1S1062,SCH0397,P47085,DS-ISCX-TOR-2016,temporal,not_documented,,8,,yes,unknown,unknown,unknown,EVD2188,Class-to-condition mapping was not reported clearly enough to establish coverage.,low
R1S1063,SCH0398,P47085,DS-USTC-TFC-2016,client,not_documented,,20,,yes,unknown,unknown,unknown,EVD1129,"Client hardware, OS, application/malware versions, and within-class mappings are absent from the release manifest.",medium
R1S1064,SCH0398,P47085,DS-USTC-TFC-2016,network,not_documented,,20,,yes,unknown,unknown,unknown,EVD1129,"Capture provenance differs across parts of the corpus, but class-addressable site/access/provider conditions within every class are not documented.",medium
R1S1065,SCH0398,P47085,DS-USTC-TFC-2016,temporal,not_documented,,20,,yes,unknown,unknown,unknown,EVD1129,Class-named capture files lack a versioned timestamp/campaign manifest; file separation does not prove a single or multiple temporal condition within a class.,medium
R1S1066,SCH0399,P47353,DS-P47353-DECETT,client,not_documented,,54,,yes,unknown,unknown,unknown,EVD1077,"Several volunteers participated, but device, OS, app-version, and per-class mappings are not reported.",medium
R1S1067,SCH0399,P47353,DS-P47353-DECETT,network,documented_no_support,,54,0,yes,yes,yes,unknown,EVD1077,The documented contrast changes only tunnel implementations and does not establish two qualifying physical network values.,high
R1S1068,SCH0399,P47353,DS-P47353-DECETT,temporal,not_documented,,54,,yes,unknown,unknown,unknown,EVD2199 | EVD2200 | EVD2201 | EVD2202 | EVD2203 | EVD2204,Collection dates and repeated campaigns are not reported.,low
R1S1069,SCH0400,P47584,DS-P47584-HOLMES-WATSON,client,not_documented,Chrome v126 vs Firefox v129,1600,200,yes,unknown,unknown,unknown,EVD1078,The same 200 websites have condition-addressable captures across two Chrome versions and Firefox; Chrome-vs-Firefox remains a composite browser-family/engine contrast.,high
R1S1070,SCH0400,P47584,DS-P47584-HOLMES-WATSON,network,not_documented,unconstrained vs slow,1600,200,yes,unknown,unknown,unknown,EVD1080,"The same 200 websites are captured under three explicitly controlled performance profiles; this is synthetic condition feasibility, not natural access-network diversity.",high
R1S1071,SCH0400,P47584,DS-P47584-HOLMES-WATSON,temporal,documented_no_support,day 0 collection | day 18 or day 30 collection,1600,200,yes,unknown,unknown,unknown,EVD1081,"Appendix F repeats only the same 200-site subset over time. The exact evaluated scheme has 1600 sites, so no documented repeated condition pair covers every scheme label.",high
R1S1072,SCH0401,P47584,DS-P47584-HOLMES-WATSON,client,supported,Chrome v126 vs Firefox v129,200,200,yes,yes,yes,yes,EVD1078,The same 200 websites have condition-addressable captures across two Chrome versions and Firefox; Chrome-vs-Firefox remains a composite browser-family/engine contrast.,high
R1S1073,SCH0401,P47584,DS-P47584-HOLMES-WATSON,network,documented_no_support,,200,0,yes,yes,yes,unknown,EVD1080,The documented contrast changes only traffic shaping and does not establish two qualifying physical network values.,high
R1S1074,SCH0401,P47584,DS-P47584-HOLMES-WATSON,temporal,supported,day 0 vs day 30,200,200,yes,yes,yes,yes,EVD1081,"The same 200 websites have fresh captures at 0, 18, and 30 days under a reported consistent collection environment.",high
R1S1075,SCH0402,P47584,DS-P47584-HOLMES-WATSON,client,not_documented,,321,,yes,unknown,unknown,unknown,EVD2211 | EVD1876 | EVD1877,The available evidence does not establish the complete scheme under one common condition pair.,medium
R1S1076,SCH0402,P47584,DS-P47584-HOLMES-WATSON,network,not_documented,,321,,yes,unknown,unknown,unknown,EVD2211 | EVD1876 | EVD1877,The available evidence does not establish the complete scheme under one common condition pair.,medium
R1S1077,SCH0402,P47584,DS-P47584-HOLMES-WATSON,temporal,not_documented,,321,,yes,unknown,unknown,unknown,EVD2211 | EVD1876 | EVD1877,The available evidence does not establish the complete scheme under one common condition pair.,medium
R1S1078,SCH0403,P47584,DS-P47584-HOLMES-WATSON,client,not_documented,Chrome v126 vs Firefox v129,320,200,yes,unknown,unknown,unknown,EVD1078,The same 200 websites have condition-addressable captures across two Chrome versions and Firefox; Chrome-vs-Firefox remains a composite browser-family/engine contrast.,high
R1S1079,SCH0403,P47584,DS-P47584-HOLMES-WATSON,network,not_documented,unconstrained vs slow,320,200,yes,unknown,unknown,unknown,EVD1080,"The same 200 websites are captured under three explicitly controlled performance profiles; this is synthetic condition feasibility, not natural access-network diversity.",high
R1S1080,SCH0403,P47584,DS-P47584-HOLMES-WATSON,temporal,not_documented,day 0 vs day 30,320,200,yes,unknown,unknown,unknown,EVD1081,"The same 200 websites have fresh captures at 0, 18, and 30 days under a reported consistent collection environment.",high
R1S1081,SCH0404,P47584,DS-P47584-HOLMES-WATSON,client,not_documented,Chrome v126 vs Firefox v129,320,200,yes,unknown,unknown,unknown,EVD1078,The same 200 websites have condition-addressable captures across two Chrome versions and Firefox; Chrome-vs-Firefox remains a composite browser-family/engine contrast.,high
R1S1082,SCH0404,P47584,DS-P47584-HOLMES-WATSON,network,not_documented,unconstrained vs slow,320,200,yes,unknown,unknown,unknown,EVD1080,"The same 200 websites are captured under three explicitly controlled performance profiles; this is synthetic condition feasibility, not natural access-network diversity.",high
R1S1083,SCH0404,P47584,DS-P47584-HOLMES-WATSON,temporal,not_documented,day 0 vs day 30,320,200,yes,unknown,unknown,unknown,EVD1081,"The same 200 websites have fresh captures at 0, 18, and 30 days under a reported consistent collection environment.",high
R1S1084,SCH0405,P48170,DS-P48170-NOMOATS,client,supported,two of the 128 qualifying apps,2,2,yes,yes,yes,yes,EVD1878,At least 128 app identities each contain ten or more requests from both fixed labels and app membership is recoverable.,high
R1S1085,SCH0405,P48170,DS-P48170-NOMOATS,network,not_documented,,2,,yes,unknown,unknown,unknown,EVD1878,The collection does not document complete label coverage under two network conditions.,high
R1S1086,SCH0405,P48170,DS-P48170-NOMOATS,temporal,not_documented,,2,,yes,unknown,unknown,unknown,EVD1878,Request timestamps are not used to document complete label coverage under two time values.,high
R1S1087,SCH0406,P48170,DS-P48170-NOMOATS,client,supported,two of the 128 qualifying apps,2,2,yes,yes,yes,yes,EVD1878,"Every reported per-app classifier has at least ten samples of both labels, so the stable scheme is recoverable under multiple app-client values.",high
R1S1088,SCH0406,P48170,DS-P48170-NOMOATS,network,not_documented,,2,,yes,unknown,unknown,unknown,EVD1878,The collection does not document complete label coverage under two network conditions.,high
R1S1089,SCH0406,P48170,DS-P48170-NOMOATS,temporal,not_documented,,2,,yes,unknown,unknown,unknown,EVD1878,Request timestamps are not used to document complete label coverage under two time values.,high
R1S1090,SCH0407,P48205,DS-ONION-SITES-2016,client,not_documented,,538,,yes,unknown,unknown,unknown,EVD2220,The available sources do not document class-to-condition membership well enough to establish dataset-level feasibility.,low
R1S1091,SCH0407,P48205,DS-ONION-SITES-2016,network,not_documented,,538,,yes,unknown,unknown,unknown,EVD2220,The available sources do not document class-to-condition membership well enough to establish dataset-level feasibility.,low
R1S1092,SCH0407,P48205,DS-ONION-SITES-2016,temporal,not_documented,,538,,yes,unknown,unknown,unknown,EVD2220,The available sources do not document class-to-condition membership well enough to establish dataset-level feasibility.,low
R1S1093,SCH0408,P48205,DS-TIKTOK-LIVE-WALKIE-TALKIE-2019,client,not_documented,,100,,yes,unknown,unknown,unknown,EVD1116,"No distinct hardware, OS, browser, or client-version conditions are documented.",medium
R1S1094,SCH0408,P48205,DS-TIKTOK-LIVE-WALKIE-TALKIE-2019,network,not_documented,,100,,yes,unknown,unknown,unknown,EVD1117,"Every trace uses a fresh circuit, but no common named relay/path pair spans all classes and path membership is not publicly reconstructable from the reported evidence.",medium
R1S1095,SCH0408,P48205,DS-TIKTOK-LIVE-WALKIE-TALKIE-2019,temporal,not_documented,,100,,yes,unknown,unknown,unknown,EVD2221,Collection dates and class-to-period groupings are not reported.,low
R1S1096,SCH0409,P48205,DS-DF-2017,client,documented_no_support,,95,0,yes,unknown,unknown,unknown,EVD0897,"The paper documents replicated machines, not distinct hardware/OS/browser configurations.",high
R1S1097,SCH0409,P48205,DS-DF-2017,network,documented_no_support,,95,0,yes,yes,yes,unknown,EVD1202,The documented contrast changes only Tor routes or circuits and does not establish two qualifying physical network values.,high
R1S1098,SCH0409,P48205,DS-DF-2017,temporal,supported,early versus late round-robin chunk,95,95,yes,yes,yes,yes,EVD1161,"All 95 sites have time-ordered capture chunks, but the collection lasted days and does not meet the three-month threshold.",high
R1S1099,SCH0410,P48207,DS-WANG-WF-2014,client,not_documented,,100,,yes,unknown,unknown,unknown,EVD1134,"Hardware, OS, Tor Browser/version, and class-to-client mappings are not documented in the release index.",low
R1S1100,SCH0410,P48207,DS-WANG-WF-2014,network,not_documented,,100,,yes,unknown,unknown,unknown,EVD1134,"Tor circuits may vary across traces, but circuit/path identities and a common class-addressable network contrast are not documented.",low
R1S1101,SCH0410,P48207,DS-WANG-WF-2014,temporal,not_documented,,100,,yes,unknown,unknown,unknown,EVD1134,The release lacks an auditable class-to-date/campaign manifest.,low
R1S1102,SCH0411,P48207,DS-DF-2017,client,documented_no_support,,95,0,yes,unknown,unknown,unknown,EVD0897,"The paper documents replicated machines, not distinct hardware/OS/browser configurations.",high
R1S1103,SCH0411,P48207,DS-DF-2017,network,documented_no_support,,95,0,yes,yes,yes,unknown,EVD1202,The documented contrast changes only Tor routes or circuits and does not establish two qualifying physical network values.,high
R1S1104,SCH0411,P48207,DS-DF-2017,temporal,supported,early versus late round-robin chunk,95,95,yes,yes,yes,yes,EVD1161,"All 95 sites have time-ordered capture chunks, but the collection lasted days and does not meet the three-month threshold.",high
R1S1105,SCH0412,P48207,DS-GRESCHBACH-DNS-TOR-UNMONITORED,client,not_documented,,101,,yes,unknown,unknown,unknown,EVD2226 | EVD1879,The available evidence does not establish the complete scheme under one common condition pair.,medium
R1S1106,SCH0412,P48207,DS-GRESCHBACH-DNS-TOR-UNMONITORED,network,not_documented,,101,,yes,unknown,unknown,unknown,EVD2226 | EVD1879,The available evidence does not establish the complete scheme under one common condition pair.,medium
R1S1107,SCH0412,P48207,DS-GRESCHBACH-DNS-TOR-UNMONITORED,temporal,not_documented,,101,,yes,unknown,unknown,unknown,EVD2226 | EVD1879,The available evidence does not establish the complete scheme under one common condition pair.,medium
R1S1108,SCH0413,P48207,DS-DYNAFLOW-LU-2018-SOURCE,client,not_documented,,100,,yes,unknown,unknown,unknown,EVD2225,Class-to-condition mapping was not reported clearly enough to establish coverage.,low
R1S1109,SCH0413,P48207,DS-DYNAFLOW-LU-2018-SOURCE,network,not_documented,,100,,yes,unknown,unknown,unknown,EVD2225,Class-to-condition mapping was not reported clearly enough to establish coverage.,low
R1S1110,SCH0413,P48207,DS-DYNAFLOW-LU-2018-SOURCE,temporal,not_documented,,100,,yes,unknown,unknown,unknown,EVD2225,Class-to-condition mapping was not reported clearly enough to establish coverage.,low
R1S1111,SCH0414,P48246,DS-DF-2017,client,documented_no_support,,95,0,yes,unknown,unknown,unknown,EVD0897,"The paper documents replicated machines, not distinct hardware/OS/browser configurations.",high
R1S1112,SCH0414,P48246,DS-DF-2017,network,documented_no_support,,95,0,yes,yes,yes,unknown,EVD1202,The documented contrast changes only Tor routes or circuits and does not establish two qualifying physical network values.,high
R1S1113,SCH0414,P48246,DS-DF-2017,temporal,supported,early versus late round-robin chunk,95,95,yes,yes,yes,yes,EVD1161,"All 95 sites have time-ordered capture chunks, but the collection lasted days and does not meet the three-month threshold.",high
R1S1114,SCH0415,P48246,DS-AWF-2017,client,documented_no_support,,900,0,yes,unknown,unknown,unknown,EVD1145,The corpus varies worker instances but documents one client software/VM configuration.,high
R1S1115,SCH0415,P48246,DS-AWF-2017,network,not_documented,NCM superior vs NCM inferior,900,69,yes,unknown,unknown,unknown,EVD1195,"A paper-selected 69-site subset can be partitioned into superior and inferior NCM groups for every class. NCM is an outcome-derived network-quality composite, not an isolated or operational access-network factor.",high
R1S1116,SCH0415,P48246,DS-AWF-2017,temporal,supported,early versus late batch within each 14-day group,900,900,yes,yes,yes,yes,EVD1176,"CW900 is partitionable into class-overlapping early/late samples, but the documented span is far below 3, 6, or 12 months.",high
R1S1117,SCH0416,P48246,DS-P48246-GANDALF,client,not_documented,,25,,yes,unknown,unknown,unknown,EVD2228,"Client hardware, OS, Tor Browser, and exact tool/version mappings to monitored classes are not reported.",low
R1S1118,SCH0416,P48246,DS-P48246-GANDALF,network,not_documented,,25,,yes,unknown,unknown,unknown,EVD2228,Tor circuit/path or access-network condition identities are not reported at a class-addressable level.,low
R1S1119,SCH0416,P48246,DS-P48246-GANDALF,temporal,not_documented,,25,,yes,unknown,unknown,unknown,EVD1083,"The older capture contains unmonitored/background pages, so it does not create within-class temporal coverage for the monitored label view.",medium
R1S1120,SCH0417,P48290,DS-P48290-QUIC-TCP-WF-2021,client,documented_no_support,,101,0,yes,unknown,unknown,unknown,EVD1084,Fifteen containerized browser instances replicate one documented Chromium/RedHat client stack; physical instances do not constitute platform diversity.,high
R1S1121,SCH0417,P48290,DS-P48290-QUIC-TCP-WF-2021,network,documented_no_support,,101,0,yes,yes,yes,unknown,EVD1086 | EVD1880,The documented contrast changes only tunnel or transport settings and does not establish two qualifying physical network values.,high
R1S1122,SCH0417,P48290,DS-P48290-QUIC-TCP-WF-2021,temporal,not_documented,,101,,yes,unknown,unknown,unknown,EVD2230 | EVD2231 | EVD1880,"The two reported phases are URL identification and traffic recording, not repeated traffic campaigns; dates/class-to-time mappings are unavailable.",medium
R1S1123,SCH0418,P48305,DS-YOURTHINGS-2019,client,documented_no_support,,5,,yes,unknown,unknown,unknown,EVD1136,Device identity is the target class; orthogonal firmware/OS variation is not documented.,high
R1S1124,SCH0418,P48305,DS-YOURTHINGS-2019,network,documented_no_support,,5,0,yes,unknown,unknown,unknown,EVD1137,The documented version contains only the named single condition for this label view.,high
R1S1125,SCH0418,P48305,DS-YOURTHINGS-2019,temporal,not_documented,,5,,yes,unknown,unknown,unknown,EVD1136,"The 11-day interval is public as daily archives, but per-device common day-pair coverage has not been verified.",medium
R1S1126,SCH0419,P48305,DS-P48305-IOT-GENERALIZABILITY-OWN-NC-2021-RECAPTURE,client,documented_no_support,,8,,yes,unknown,unknown,unknown,EVD0894,Device make/model is the target class; no orthogonal within-class client-stack contrast is documented for the 2021 recapture.,high
R1S1127,SCH0419,P48305,DS-P48305-IOT-GENERALIZABILITY-OWN-NC-2021-RECAPTURE,network,documented_no_support,,8,0,yes,unknown,unknown,unknown,EVD0895,The new collection remains in the authors' one laboratory setup; no second access/site/provider condition is documented within the recapture.,high
R1S1128,SCH0419,P48305,DS-P48305-IOT-GENERALIZABILITY-OWN-NC-2021-RECAPTURE,temporal,not_documented,,8,,yes,unknown,unknown,unknown,EVD0896,"The recapture supplies one side of a valid cross-dataset 2020-to-2021 evaluation. Within this independently counted 2021 corpus, however, the paper does not document two separable time conditions for every class.",high
R1S1129,SCH0420,P48305,DS-P48305-HOMESNITCH-FLORIDA-2020,client,documented_no_support,,24,,yes,unknown,unknown,unknown,EVD1087,"Device make/model is the target class. Multiple instances of a model are replication, not an orthogonal client-platform contrast; OS/firmware variation is unreported.",high
R1S1130,SCH0420,P48305,DS-P48305-HOMESNITCH-FLORIDA-2020,network,documented_no_support,,24,0,yes,unknown,unknown,unknown,EVD1088,The documented version contains only the named single condition for this label view.,high
R1S1131,SCH0420,P48305,DS-P48305-HOMESNITCH-FLORIDA-2020,temporal,not_documented,,24,,yes,unknown,unknown,unknown,EVD1087,"A 12-day continuous interval is reported, but per-device coverage across separable dates is not documented.",medium
R1S1132,SCH0421,P48305,DS-P48305-HOMESNITCH-FLORIDA-2020,client,documented_no_support,,4,,yes,unknown,unknown,unknown,EVD1087,"Device make/model is the target class. Multiple instances of a model are replication, not an orthogonal client-platform contrast; OS/firmware variation is unreported.",high
R1S1133,SCH0421,P48305,DS-P48305-HOMESNITCH-FLORIDA-2020,network,documented_no_support,,4,0,yes,unknown,unknown,unknown,EVD1088,The documented version contains only the named single condition for this label view.,high
R1S1134,SCH0421,P48305,DS-P48305-HOMESNITCH-FLORIDA-2020,temporal,not_documented,,4,,yes,unknown,unknown,unknown,EVD1087,"A 12-day continuous interval is reported, but per-device coverage across separable dates is not documented.",medium
R1S1135,SCH0422,P48305,DS-YOURTHINGS-2019,client,documented_no_support,,4,,yes,unknown,unknown,unknown,EVD1136,Device identity is the target class; orthogonal firmware/OS variation is not documented.,high
R1S1136,SCH0422,P48305,DS-YOURTHINGS-2019,network,documented_no_support,,4,0,yes,unknown,unknown,unknown,EVD1137,The documented version contains only the named single condition for this label view.,high
R1S1137,SCH0422,P48305,DS-YOURTHINGS-2019,temporal,not_documented,,4,,yes,unknown,unknown,unknown,EVD1136,"The 11-day interval is public as daily archives, but per-device common day-pair coverage has not been verified.",medium
R1S1138,SCH0423,P48305,DS-P48305-HOMESNITCH-FLORIDA-2021-RECAPTURE,client,documented_no_support,,15,,yes,unknown,unknown,unknown,EVD0892,Device make/model is the target class; no orthogonal within-class client-stack contrast is documented for the 2021 recapture.,high
R1S1139,SCH0423,P48305,DS-P48305-HOMESNITCH-FLORIDA-2021-RECAPTURE,network,not_documented,,15,,yes,unknown,unknown,unknown,EVD0893,The paper identifies the source team but does not document two separable operational network conditions within the 2021 recapture for every class.,medium
R1S1140,SCH0423,P48305,DS-P48305-HOMESNITCH-FLORIDA-2021-RECAPTURE,temporal,not_documented,,15,,yes,unknown,unknown,unknown,EVD0893,"The recapture supplies one side of a valid cross-dataset 2020-to-2021 evaluation. Within this independently counted 2021 corpus, however, the paper does not document two separable time conditions for every class.",high
R1S1141,SCH0424,P48305,DS-P48305-IOT-GENERALIZABILITY-OWN-NC-2020,client,documented_no_support,,8,,yes,unknown,unknown,unknown,EVD1089,Device identity is the target label; orthogonal OS/firmware/client-stack variation is not reported.,high
R1S1142,SCH0424,P48305,DS-P48305-IOT-GENERALIZABILITY-OWN-NC-2020,network,documented_no_support,,8,0,yes,unknown,unknown,unknown,EVD1090,The documented version contains only the named single condition for this label view.,high
R1S1143,SCH0424,P48305,DS-P48305-IOT-GENERALIZABILITY-OWN-NC-2020,temporal,not_documented,,8,,yes,unknown,unknown,unknown,EVD1089,"An 11-day interval is reported, but per-device coverage across separable dates is not documented.",medium
R1S1144,SCH0425,P48305,DS-P48305-IOT-GENERALIZABILITY-OWN-NC-2020,client,documented_no_support,,8,,yes,unknown,unknown,unknown,EVD1089,Device identity is the target label; orthogonal OS/firmware/client-stack variation is not reported.,high
R1S1145,SCH0425,P48305,DS-P48305-IOT-GENERALIZABILITY-OWN-NC-2020,network,documented_no_support,,8,0,yes,unknown,unknown,unknown,EVD1090,The documented version contains only the named single condition for this label view.,high
R1S1146,SCH0425,P48305,DS-P48305-IOT-GENERALIZABILITY-OWN-NC-2020,temporal,not_documented,,8,,yes,unknown,unknown,unknown,EVD1089,"An 11-day interval is reported, but per-device coverage across separable dates is not documented.",medium
R1S1147,SCH0426,P48305,DS-SIVANATHAN-IOT-2018,client,documented_no_support,,19,,yes,unknown,unknown,unknown,EVD1107,Device type defines the target class; OS/firmware changes within device types are not reported.,high
R1S1148,SCH0426,P48305,DS-SIVANATHAN-IOT-2018,network,documented_no_support,,19,0,yes,unknown,unknown,unknown,EVD1108,The documented version contains only the named single condition for this label view.,high
R1S1149,SCH0426,P48305,DS-SIVANATHAN-IOT-2018,temporal,not_documented,,19,,yes,unknown,unknown,unknown,EVD1109,"The subset is timestamped over eight days, but reporting does not establish common early/late coverage for every device class.",medium
R1S1150,SCH0427,P48305,DS-YOURTHINGS-2019,client,documented_no_support,,7,,yes,unknown,unknown,unknown,EVD1136,Device identity is the target class; orthogonal firmware/OS variation is not documented.,high
R1S1151,SCH0427,P48305,DS-YOURTHINGS-2019,network,documented_no_support,,7,0,yes,unknown,unknown,unknown,EVD1137,The documented version contains only the named single condition for this label view.,high
R1S1152,SCH0427,P48305,DS-YOURTHINGS-2019,temporal,not_documented,,7,,yes,unknown,unknown,unknown,EVD1136,"The 11-day interval is public as daily archives, but per-device common day-pair coverage has not been verified.",medium
R1S1153,SCH0428,P48305,DS-YOURTHINGS-2019,client,documented_no_support,,45,,yes,unknown,unknown,unknown,EVD1136,Device identity is the target class; orthogonal firmware/OS variation is not documented.,high
R1S1154,SCH0428,P48305,DS-YOURTHINGS-2019,network,documented_no_support,,45,0,yes,unknown,unknown,unknown,EVD1137,The documented version contains only the named single condition for this label view.,high
