rq2_design_decision_id,design_id,paper_id,scheme_ids,dimension,outcome,condition_pair,complete_scheme_verified,condition_grouping_before_sample_split,parent_captures_disjoint,condition_status,evidence_ids,decision_basis,confidence
R2D1532,DES0195,P17610,SCH0461,network,documented_no_holdout,The ordinary platform classifier uses folds from the same laboratory Wi-Fi capture.,unknown,unknown,unknown,documented_no_holdout,EVD1321,The paper trains a separate classifier bank for each provider and transport. Table 1 gives the complete supported platform set and the laboratory evaluation uses 10-fold cross-validation.,high
R2D1533,DES0195,P17610,SCH0461,temporal,documented_no_holdout,Provider/client conditions are pooled in sample folds; no period is held out.,unknown,unknown,unknown,documented_no_holdout,EVD1997,The paper trains a separate classifier bank for each provider and transport. Table 1 gives the complete supported platform set and the laboratory evaluation uses 10-fold cross-validation.,high
R2D1534,DES0196,P17610,SCH0462,client,documented_no_holdout,Sample-level allocation; no client-defined final-test group.,unknown,unknown,unknown,documented_no_holdout,EVD0128,The paper trains a separate classifier bank for each provider and transport. Table 1 gives the complete supported platform set and the laboratory evaluation uses 10-fold cross-validation.,high
R2D1535,DES0196,P17610,SCH0462,network,documented_no_holdout,The ordinary platform classifier uses folds from the same laboratory Wi-Fi capture.,unknown,unknown,unknown,documented_no_holdout,EVD1321,The paper trains a separate classifier bank for each provider and transport. Table 1 gives the complete supported platform set and the laboratory evaluation uses 10-fold cross-validation.,high
R2D1536,DES0196,P17610,SCH0462,temporal,documented_no_holdout,Provider/client conditions are pooled in sample folds; no period is held out.,unknown,unknown,unknown,documented_no_holdout,EVD1997,The paper trains a separate classifier bank for each provider and transport. Table 1 gives the complete supported platform set and the laboratory evaluation uses 10-fold cross-validation.,high
R2D1537,DES0197,P17610,SCH0463,client,documented_no_holdout,Sample-level allocation; no client-defined final-test group.,unknown,unknown,unknown,documented_no_holdout,EVD0128,The paper trains a separate classifier bank for each provider and transport. Table 1 gives the complete supported platform set and the laboratory evaluation uses 10-fold cross-validation.,high
R2D1538,DES0197,P17610,SCH0463,network,documented_no_holdout,The ordinary platform classifier uses folds from the same laboratory Wi-Fi capture.,unknown,unknown,unknown,documented_no_holdout,EVD1321,The paper trains a separate classifier bank for each provider and transport. Table 1 gives the complete supported platform set and the laboratory evaluation uses 10-fold cross-validation.,high
R2D1539,DES0197,P17610,SCH0463,temporal,documented_no_holdout,Provider/client conditions are pooled in sample folds; no period is held out.,unknown,unknown,unknown,documented_no_holdout,EVD1997,The paper trains a separate classifier bank for each provider and transport. Table 1 gives the complete supported platform set and the laboratory evaluation uses 10-fold cross-validation.,high
R2D1540,DES0198,P17610,SCH0464,client,documented_holdout,Lab platform captures versus an independent home capture with changed versions.,yes,yes,yes,documented_holdout,EVD0129 | EVD0130,The provider-specific model is trained on the laboratory corpus and evaluated on independently captured home traffic from the same complete provider-specific platform scheme.,high
R2D1541,DES0198,P17610,SCH0464,network,documented_holdout,Laboratory Wi-Fi collection versus an author's home network.,yes,yes,yes,documented_holdout,EVD1322 | EVD1323,The provider-specific model is trained on the laboratory corpus and evaluated on independently captured home traffic from the same complete provider-specific platform scheme.,high
R2D1542,DES0198,P17610,SCH0464,temporal,documented_no_holdout,Laboratory source versus independently captured home/client-version target; capture-time ordering is not used.,unknown,unknown,unknown,documented_no_holdout,EVD1998,The provider-specific model is trained on the laboratory corpus and evaluated on independently captured home traffic from the same complete provider-specific platform scheme.,high
R2D1543,DES0199,P17610,SCH0461,client,documented_holdout,Lab platform captures versus an independent home capture with changed versions.,yes,yes,yes,documented_holdout,EVD0129 | EVD0130,The provider-specific model is trained on the laboratory corpus and evaluated on independently captured home traffic from the same complete provider-specific platform scheme.,high
R2D1544,DES0199,P17610,SCH0461,network,documented_holdout,Laboratory Wi-Fi collection versus an author's home network.,yes,yes,yes,documented_holdout,EVD1322 | EVD1323,The provider-specific model is trained on the laboratory corpus and evaluated on independently captured home traffic from the same complete provider-specific platform scheme.,high
R2D1545,DES0199,P17610,SCH0461,temporal,documented_no_holdout,Laboratory source versus independently captured home/client-version target; capture-time ordering is not used.,unknown,unknown,unknown,documented_no_holdout,EVD1998,The provider-specific model is trained on the laboratory corpus and evaluated on independently captured home traffic from the same complete provider-specific platform scheme.,high
R2D1546,DES0200,P17610,SCH0462,client,documented_holdout,Lab platform captures versus an independent home capture with changed versions.,yes,yes,yes,documented_holdout,EVD0129 | EVD0130,The provider-specific model is trained on the laboratory corpus and evaluated on independently captured home traffic from the same complete provider-specific platform scheme.,high
R2D1547,DES0200,P17610,SCH0462,network,documented_holdout,Laboratory Wi-Fi collection versus an author's home network.,yes,yes,yes,documented_holdout,EVD1322 | EVD1323,The provider-specific model is trained on the laboratory corpus and evaluated on independently captured home traffic from the same complete provider-specific platform scheme.,high
R2D1548,DES0200,P17610,SCH0462,temporal,documented_no_holdout,Laboratory source versus independently captured home/client-version target; capture-time ordering is not used.,unknown,unknown,unknown,documented_no_holdout,EVD1998,The provider-specific model is trained on the laboratory corpus and evaluated on independently captured home traffic from the same complete provider-specific platform scheme.,high
R2D1549,DES0201,P17610,SCH0463,client,documented_holdout,Lab platform captures versus an independent home capture with changed versions.,yes,yes,yes,documented_holdout,EVD0129 | EVD0130,The provider-specific model is trained on the laboratory corpus and evaluated on independently captured home traffic from the same complete provider-specific platform scheme.,high
R2D1550,DES0201,P17610,SCH0463,network,documented_holdout,Laboratory Wi-Fi collection versus an author's home network.,yes,yes,yes,documented_holdout,EVD1322 | EVD1323,The provider-specific model is trained on the laboratory corpus and evaluated on independently captured home traffic from the same complete provider-specific platform scheme.,high
R2D1551,DES0201,P17610,SCH0463,temporal,documented_no_holdout,Laboratory source versus independently captured home/client-version target; capture-time ordering is not used.,unknown,unknown,unknown,documented_no_holdout,EVD1998,The provider-specific model is trained on the laboratory corpus and evaluated on independently captured home traffic from the same complete provider-specific platform scheme.,high
R2D1552,DES0202,P17815,SCH0466,client,documented_no_holdout,"Training and testing are formed by a sample-level random, stratified, or cross-validation split without client-condition grouping.",unknown,unknown,unknown,documented_no_holdout,EVD0134,Training: Nine sample folds from LOC1. Testing: Remaining LOC1 sample fold.,high
R2D1553,DES0202,P17815,SCH0466,network,documented_no_holdout,"Training and testing use a sample-level random, stratified, or cross-validation split without network-condition grouping.",unknown,unknown,unknown,documented_no_holdout,EVD1328,Training: Nine sample folds from LOC1. Testing: Remaining LOC1 sample fold.,high
R2D1554,DES0202,P17815,SCH0466,temporal,documented_no_holdout,No temporally distinct source/test condition is constructed.,unknown,unknown,unknown,documented_no_holdout,EVD2002 | EVD2005,Training: Nine sample folds from LOC1. Testing: Remaining LOC1 sample fold.,high
R2D1555,DES0203,P17815,SCH0466,client,documented_no_holdout,"The reported contrast is temporal, network, circuit, dataset-composition, or another non-client factor; no orthogonal client factor is assigned.",unknown,unknown,unknown,documented_no_holdout,EVD0135,Training: One complete two-week interval. Testing: A distinct two-week interval from the same ten-week campaign.,high
R2D1556,DES0203,P17815,SCH0466,network,documented_no_holdout,"The reported source/test contrast is temporal, client-, content-, transport-, sender-, or sampling-related; no orthogonal network factor is assigned.",unknown,unknown,unknown,documented_no_holdout,EVD1329,Training: One complete two-week interval. Testing: A distinct two-week interval from the same ten-week campaign.,high
R2D1557,DES0203,P17815,SCH0466,temporal,documented_holdout,One two-week LOC1 interval versus a different two-week LOC1 interval.,yes,yes,yes,documented_holdout,EVD2003 | EVD2005 | EVD2006,Training: One complete two-week interval. Testing: A distinct two-week interval from the same ten-week campaign.,high
R2D1558,DES0204,P17815,SCH0465,client,documented_holdout,"Firefox built-in DoH, Cloudflare standalone DoH with Firefox, and Cloudflare standalone DoH with Chrome for the same 700 sites. | Ubuntu desktop versus Raspberry Pi for the same 700 website labels.",yes,yes,yes,documented_holdout,EVD0136 | EVD0137 | EVD0138 | EVD0139 | EVD0140 | EVD0141,Training: Samples from one reported environment. Testing: Samples from a different environment.,high
R2D1559,DES0204,P17815,SCH0465,network,documented_holdout,"Google Public DNS versus Cloudflare resolver captures for the same 700 websites at LOC2. | LOC1 (Lausanne), LOC2 (Leuven), and LOC3 (Singapore) captures for the same 700 websites.",yes,yes,yes,documented_holdout,EVD1330 | EVD1331 | EVD1332 | EVD1333,Training: Samples from one reported environment. Testing: Samples from a different environment.,high
R2D1560,DES0204,P17815,SCH0465,temporal,documented_no_holdout,One client/location/resolver configuration versus another; no temporal ordering is established.,unknown,unknown,unknown,documented_no_holdout,EVD2004,Training: Samples from one reported environment. Testing: Samples from a different environment.,high
R2D1561,DES0205,P18222,SCH0468,client,documented_no_holdout,,unknown,unknown,unknown,documented_no_holdout,EVD2415,No client environment determines the partition.,high
R2D1562,DES0205,P18222,SCH0468,network,documented_no_holdout,,unknown,unknown,unknown,documented_no_holdout,EVD2415,No qualifying network environment determines the partition.,high
R2D1563,DES0205,P18222,SCH0468,temporal,documented_holdout,first collection day and later collection days,yes,yes,yes,documented_holdout,EVD2416,Training uses first-day traffic and final testing uses later-day traffic for the complete binary label scheme.,high
R2D1564,DES0206,P18222,SCH0467 | SCH0469,client,documented_no_holdout,,unknown,unknown,unknown,documented_no_holdout,EVD2422,No client environment determines the partition.,high
R2D1565,DES0206,P18222,SCH0467 | SCH0469,network,documented_no_holdout,,unknown,unknown,unknown,documented_no_holdout,EVD2422,No qualifying network environment determines the partition.,high
R2D1566,DES0206,P18222,SCH0467 | SCH0469,temporal,documented_holdout,first collection day and later collection days,yes,yes,yes,documented_holdout,EVD2423,Training uses first-day traffic and final testing uses later-day traffic for the complete binary label scheme.,high
R2D1567,DES0207,P18222,SCH0467 | SCH0468 | SCH0469,client,documented_no_holdout,,unknown,unknown,unknown,documented_no_holdout,EVD2429,No client environment determines the partition.,high
R2D1568,DES0207,P18222,SCH0467 | SCH0468 | SCH0469,network,documented_no_holdout,,unknown,unknown,unknown,documented_no_holdout,EVD2429,No qualifying network environment determines the partition.,high
R2D1569,DES0207,P18222,SCH0467 | SCH0468 | SCH0469,temporal,documented_holdout,earlier IDS collection and later IDS plus DoHBrw collections,yes,yes,yes,documented_holdout,EVD2430,Training uses first-day traffic and final testing uses later-day traffic for the complete binary label scheme.,high
R2D1570,DES0208,P38868,SCH0470,client,documented_no_holdout,Samples are partitioned after pooling; the reported split does not reserve a client condition for final testing.,unknown,unknown,unknown,documented_no_holdout,EVD0179,"Training: Four-fifths of the campus flow records, with nested folds for pipeline optimization. Testing: Final 20% flow holdout from the same corpus.",high
R2D1571,DES0208,P38868,SCH0470,network,documented_no_holdout,Campus flow records from the same border capture are pooled for nested folds and a final flow-level holdout.,unknown,unknown,unknown,documented_no_holdout,EVD1370,"Training: Four-fifths of the campus flow records, with nested folds for pipeline optimization. Testing: Final 20% flow holdout from the same corpus.",high
R2D1572,DES0208,P38868,SCH0470,temporal,documented_no_holdout,No temporally distinct source/test condition is constructed.,unknown,unknown,unknown,documented_no_holdout,EVD2045,"Training: Four-fifths of the campus flow records, with nested folds for pipeline optimization. Testing: Final 20% flow holdout from the same corpus.",high
R2D1573,DES0209,P39015,SCH0474,client,documented_no_holdout,Windows 7 and Windows 10 captures are aggregated and then divided by an 80:20 sample split; OS is not a held-out grouping.,unknown,unknown,unknown,documented_no_holdout,EVD0183,Training: Eighty-percent sample partition. Testing: Twenty-percent partition from the same corpus.,high
R2D1574,DES0209,P39015,SCH0474,network,documented_no_holdout,"Training and testing use a sample-level random, stratified, or cross-validation split without network-condition grouping.",unknown,unknown,unknown,documented_no_holdout,EVD1373,Training: Eighty-percent sample partition. Testing: Twenty-percent partition from the same corpus.,high
R2D1575,DES0209,P39015,SCH0474,temporal,documented_no_holdout,No temporally distinct source/test condition is constructed.,unknown,unknown,unknown,documented_no_holdout,EVD2050,Training: Eighty-percent sample partition. Testing: Twenty-percent partition from the same corpus.,high
R2D1576,DES0210,P39015,SCH0473,client,documented_no_holdout,"Training and testing are formed by a sample-level random, stratified, or cross-validation split without client-condition grouping.",unknown,unknown,unknown,documented_no_holdout,EVD0184,Training: Eighty-percent sample partition. Testing: Twenty-percent partition from the same corpus.,high
R2D1577,DES0210,P39015,SCH0473,network,documented_no_holdout,"Training and testing use a sample-level random, stratified, or cross-validation split without network-condition grouping.",unknown,unknown,unknown,documented_no_holdout,EVD1374,Training: Eighty-percent sample partition. Testing: Twenty-percent partition from the same corpus.,high
R2D1578,DES0210,P39015,SCH0473,temporal,documented_no_holdout,No temporally distinct source/test condition is constructed.,unknown,unknown,unknown,documented_no_holdout,EVD2051,Training: Eighty-percent sample partition. Testing: Twenty-percent partition from the same corpus.,high
R2D1579,DES0211,P39015,SCH0471,client,documented_no_holdout,,unknown,unknown,unknown,documented_no_holdout,EVD2454,The binary task uses a paper-reported random split rather than a condition-grouped holdout.,high
R2D1580,DES0211,P39015,SCH0471,network,documented_no_holdout,,unknown,unknown,unknown,documented_no_holdout,EVD2454,The binary task uses a paper-reported random split rather than a condition-grouped holdout.,high
R2D1581,DES0211,P39015,SCH0471,temporal,documented_no_holdout,,unknown,unknown,unknown,documented_no_holdout,EVD2454,The binary task uses a paper-reported random split rather than a condition-grouped holdout.,high
R2D1582,DES0212,P39015,SCH0472,client,documented_no_holdout,,unknown,unknown,unknown,documented_no_holdout,EVD2460,The binary task uses a paper-reported random split rather than a condition-grouped holdout.,high
R2D1583,DES0212,P39015,SCH0472,network,documented_no_holdout,,unknown,unknown,unknown,documented_no_holdout,EVD2460,The binary task uses a paper-reported random split rather than a condition-grouped holdout.,high
R2D1584,DES0212,P39015,SCH0472,temporal,documented_no_holdout,,unknown,unknown,unknown,documented_no_holdout,EVD2460,The binary task uses a paper-reported random split rather than a condition-grouped holdout.,high
R2D1585,DES0213,P39111,SCH0475 | SCH0476 | SCH0478,client,documented_no_holdout,,unknown,unknown,unknown,documented_no_holdout,EVD2466,"The protocol separates TLS versions or source datasets, not the audited collection condition while preserving a complete within-dataset scheme.",high
R2D1586,DES0213,P39111,SCH0475 | SCH0476 | SCH0478,network,documented_no_holdout,,unknown,unknown,unknown,documented_no_holdout,EVD2466,"The protocol separates TLS versions or source datasets, not the audited collection condition while preserving a complete within-dataset scheme.",high
R2D1587,DES0213,P39111,SCH0475 | SCH0476 | SCH0478,temporal,documented_no_holdout,,unknown,unknown,unknown,documented_no_holdout,EVD2466,"The protocol separates TLS versions or source datasets, not the audited collection condition while preserving a complete within-dataset scheme.",high
R2D1588,DES0214,P39111,SCH0475 | SCH0476 | SCH0477 | SCH0478,client,documented_no_holdout,,unknown,unknown,unknown,documented_no_holdout,EVD2472,"The protocol separates TLS versions or source datasets, not the audited collection condition while preserving a complete within-dataset scheme.",high
R2D1589,DES0214,P39111,SCH0475 | SCH0476 | SCH0477 | SCH0478,network,documented_no_holdout,,unknown,unknown,unknown,documented_no_holdout,EVD2472,"The protocol separates TLS versions or source datasets, not the audited collection condition while preserving a complete within-dataset scheme.",high
R2D1590,DES0214,P39111,SCH0475 | SCH0476 | SCH0477 | SCH0478,temporal,documented_no_holdout,,unknown,unknown,unknown,documented_no_holdout,EVD2472,"The protocol separates TLS versions or source datasets, not the audited collection condition while preserving a complete within-dataset scheme.",high
R2D1591,DES0215,P39132,SCH0480,client,documented_no_holdout,Sample-level allocation; no client-defined final-test group.,unknown,unknown,unknown,documented_no_holdout,EVD0191,Training: Each task benchmarks learned models using five-fold cross-validation; folds are not grouped by collection time. Testing: Each task benchmarks learned models using five-fold cross-validation; folds are not grouped by collection time.,high
R2D1592,DES0215,P39132,SCH0480,network,documented_no_holdout,Network metadata are not used to group the sample/fold split.,unknown,unknown,unknown,documented_no_holdout,EVD1381,Training: Each task benchmarks learned models using five-fold cross-validation; folds are not grouped by collection time. Testing: Each task benchmarks learned models using five-fold cross-validation; folds are not grouped by collection time.,high
R2D1593,DES0215,P39132,SCH0480,temporal,documented_no_holdout,No temporal condition pair is defined; evaluation partitions samples within the available corpus.,unknown,unknown,unknown,documented_no_holdout,EVD2058,Training: Each task benchmarks learned models using five-fold cross-validation; folds are not grouped by collection time. Testing: Each task benchmarks learned models using five-fold cross-validation; folds are not grouped by collection time.,high
R2D1594,DES0216,P39132,SCH0482,client,documented_no_holdout,Sample-level allocation; no client-defined final-test group.,unknown,unknown,unknown,documented_no_holdout,EVD0192,Training: Each task benchmarks learned models using five-fold cross-validation; folds are not grouped by collection time. Testing: Each task benchmarks learned models using five-fold cross-validation; folds are not grouped by collection time.,high
R2D1595,DES0216,P39132,SCH0482,network,documented_no_holdout,Network metadata are not used to group the sample/fold split.,unknown,unknown,unknown,documented_no_holdout,EVD1382,Training: Each task benchmarks learned models using five-fold cross-validation; folds are not grouped by collection time. Testing: Each task benchmarks learned models using five-fold cross-validation; folds are not grouped by collection time.,high
R2D1596,DES0216,P39132,SCH0482,temporal,documented_no_holdout,No temporal condition pair is defined; evaluation partitions samples within the available corpus.,unknown,unknown,unknown,documented_no_holdout,EVD2059,Training: Each task benchmarks learned models using five-fold cross-validation; folds are not grouped by collection time. Testing: Each task benchmarks learned models using five-fold cross-validation; folds are not grouped by collection time.,high
R2D1597,DES0217,P39132,SCH0479,client,documented_no_holdout,Sample-level allocation; no client-defined final-test group.,unknown,unknown,unknown,documented_no_holdout,EVD0193,Training: Each task benchmarks learned models using five-fold cross-validation; folds are not grouped by collection time. Testing: Each task benchmarks learned models using five-fold cross-validation; folds are not grouped by collection time.,high
R2D1598,DES0217,P39132,SCH0479,network,documented_no_holdout,Network metadata are not used to group the sample/fold split.,unknown,unknown,unknown,documented_no_holdout,EVD1383,Training: Each task benchmarks learned models using five-fold cross-validation; folds are not grouped by collection time. Testing: Each task benchmarks learned models using five-fold cross-validation; folds are not grouped by collection time.,high
R2D1599,DES0217,P39132,SCH0479,temporal,documented_no_holdout,No temporal condition pair is defined; evaluation partitions samples within the available corpus.,unknown,unknown,unknown,documented_no_holdout,EVD2060,Training: Each task benchmarks learned models using five-fold cross-validation; folds are not grouped by collection time. Testing: Each task benchmarks learned models using five-fold cross-validation; folds are not grouped by collection time.,high
R2D1600,DES0218,P39132,SCH0481,client,documented_no_holdout,Sample-level allocation; no client-defined final-test group.,unknown,unknown,unknown,documented_no_holdout,EVD0194,Training: Each task benchmarks learned models using five-fold cross-validation; folds are not grouped by collection time. Testing: Each task benchmarks learned models using five-fold cross-validation; folds are not grouped by collection time.,high
R2D1601,DES0218,P39132,SCH0481,network,documented_no_holdout,Network metadata are not used to group the sample/fold split.,unknown,unknown,unknown,documented_no_holdout,EVD1384,Training: Each task benchmarks learned models using five-fold cross-validation; folds are not grouped by collection time. Testing: Each task benchmarks learned models using five-fold cross-validation; folds are not grouped by collection time.,high
R2D1602,DES0218,P39132,SCH0481,temporal,documented_no_holdout,No temporal condition pair is defined; evaluation partitions samples within the available corpus.,unknown,unknown,unknown,documented_no_holdout,EVD2061,Training: Each task benchmarks learned models using five-fold cross-validation; folds are not grouped by collection time. Testing: Each task benchmarks learned models using five-fold cross-validation; folds are not grouped by collection time.,high
R2D1603,DES0219,P39132,SCH0480,client,documented_no_holdout,,yes,no,yes,nonqualifying_condition_contrast,EVD0195 | EVD0196,"The design partitions HTTP cache state within the same Chrome, Linux, and Docker environment rather than a client condition.",high
R2D1604,DES0219,P39132,SCH0480,network,documented_no_holdout,"The reported holdout changes classes, TLS/application/client state, cache state, user agent, defense parameters, or dataset identity without a stable common-label network-side contrast.",unknown,unknown,unknown,documented_no_holdout,EVD1385,Training: Models trained only on cached traffic are tested on non-cached traffic and vice versa. Testing: Models trained only on cached traffic are tested on non-cached traffic and vice versa.,high
R2D1605,DES0219,P39132,SCH0480,temporal,documented_no_holdout,Cached versus non-cached HTTP behavior in both transfer directions; no temporal ordering.,unknown,unknown,unknown,documented_no_holdout,EVD2062,Training: Models trained only on cached traffic are tested on non-cached traffic and vice versa. Testing: Models trained only on cached traffic are tested on non-cached traffic and vice versa.,high
R2D1606,DES0220,P39132,SCH0480,client,documented_no_holdout,Sample-level allocation; no client-defined final-test group.,unknown,unknown,unknown,documented_no_holdout,EVD0197,Training: The mixed scenario includes cached and non-cached samples in training and tests on an unseen mixture. Testing: The mixed scenario includes cached and non-cached samples in training and tests on an unseen mixture.,high
R2D1607,DES0220,P39132,SCH0480,network,documented_no_holdout,Network metadata are not used to group the sample/fold split.,unknown,unknown,unknown,documented_no_holdout,EVD1386,Training: The mixed scenario includes cached and non-cached samples in training and tests on an unseen mixture. Testing: The mixed scenario includes cached and non-cached samples in training and tests on an unseen mixture.,high
R2D1608,DES0220,P39132,SCH0480,temporal,documented_no_holdout,Both cache conditions enter the training pool.,unknown,unknown,unknown,documented_no_holdout,EVD2063,Training: The mixed scenario includes cached and non-cached samples in training and tests on an unseen mixture. Testing: The mixed scenario includes cached and non-cached samples in training and tests on an unseen mixture.,high
R2D1609,DES0221,P39132,SCH0479,client,documented_no_holdout,,yes,no,yes,nonqualifying_condition_contrast,EVD0198 | EVD0199,"The design partitions a spoofed User Agent within the same Chrome, Linux, and Docker environment rather than a client condition.",high
R2D1610,DES0221,P39132,SCH0479,network,documented_no_holdout,"The reported holdout changes classes, TLS/application/client state, cache state, user agent, defense parameters, or dataset identity without a stable common-label network-side contrast.",unknown,unknown,unknown,documented_no_holdout,EVD1387,Training: Models trained on desktop-user-agent traffic are tested on mobile-user-agent traffic and vice versa. Testing: Models trained on desktop-user-agent traffic are tested on mobile-user-agent traffic and vice versa.,high
R2D1611,DES0221,P39132,SCH0479,temporal,documented_no_holdout,Desktop versus mobile User-Agent conditions in both directions; no temporal ordering.,unknown,unknown,unknown,documented_no_holdout,EVD2064,Training: Models trained on desktop-user-agent traffic are tested on mobile-user-agent traffic and vice versa. Testing: Models trained on desktop-user-agent traffic are tested on mobile-user-agent traffic and vice versa.,high
R2D1612,DES0222,P39132,SCH0479,client,documented_no_holdout,Sample-level allocation; no client-defined final-test group.,unknown,unknown,unknown,documented_no_holdout,EVD0200,Training: The mixed-user-agent model trains and tests on a mixture of desktop and mobile User-Agent traffic. Testing: The mixed-user-agent model trains and tests on a mixture of desktop and mobile User-Agent traffic.,high
R2D1613,DES0222,P39132,SCH0479,network,documented_no_holdout,Network metadata are not used to group the sample/fold split.,unknown,unknown,unknown,documented_no_holdout,EVD1388,Training: The mixed-user-agent model trains and tests on a mixture of desktop and mobile User-Agent traffic. Testing: The mixed-user-agent model trains and tests on a mixture of desktop and mobile User-Agent traffic.,high
R2D1614,DES0222,P39132,SCH0479,temporal,documented_no_holdout,Desktop and mobile User-Agent conditions both enter training.,unknown,unknown,unknown,documented_no_holdout,EVD2065,Training: The mixed-user-agent model trains and tests on a mixture of desktop and mobile User-Agent traffic. Testing: The mixed-user-agent model trains and tests on a mixture of desktop and mobile User-Agent traffic.,high
R2D1615,DES0223,P39497,SCH0483,client,documented_no_holdout,,unknown,unknown,unknown,documented_no_holdout,EVD2526,The task uses a within-trace supervised holdout rather than a collection-condition partition.,high
R2D1616,DES0223,P39497,SCH0483,network,documented_no_holdout,,unknown,unknown,unknown,documented_no_holdout,EVD2526,The task uses a within-trace supervised holdout rather than a collection-condition partition.,high
R2D1617,DES0223,P39497,SCH0483,temporal,documented_no_holdout,,unknown,unknown,unknown,documented_no_holdout,EVD2526,The task uses a within-trace supervised holdout rather than a collection-condition partition.,high
R2D1618,DES0224,P39804,SCH0484,client,documented_no_holdout,Samples are partitioned after pooling; the reported split does not reserve a client condition for final testing.,unknown,unknown,unknown,documented_no_holdout,EVD0217,"Training: Seven-eighths per-flow training partition, class-balanced by undersampling. Testing: One-eighth per-flow test partition retaining the observed class distribution.",high
R2D1619,DES0224,P39804,SCH0484,network,documented_no_holdout,Samples are split after pooling; network-condition metadata are not used to reserve a final-test condition.,unknown,unknown,unknown,documented_no_holdout,EVD1405,"Training: Seven-eighths per-flow training partition, class-balanced by undersampling. Testing: One-eighth per-flow test partition retaining the observed class distribution.",high
R2D1620,DES0224,P39804,SCH0484,temporal,documented_no_holdout,No temporally distinct source/test condition is constructed.,unknown,unknown,unknown,documented_no_holdout,EVD2082,"Training: Seven-eighths per-flow training partition, class-balanced by undersampling. Testing: One-eighth per-flow test partition retaining the observed class distribution.",high
R2D1621,DES0225,P39804,SCH0484,client,documented_no_holdout,Samples are partitioned after pooling; the reported split does not reserve a client condition for final testing.,unknown,unknown,unknown,documented_no_holdout,EVD0219,Training: 80% random packet partition. Testing: 10% random packet partition.,high
R2D1622,DES0225,P39804,SCH0484,network,documented_no_holdout,Samples are split after pooling; network-condition metadata are not used to reserve a final-test condition.,unknown,unknown,unknown,documented_no_holdout,EVD1407,Training: 80% random packet partition. Testing: 10% random packet partition.,high
R2D1623,DES0225,P39804,SCH0484,temporal,documented_no_holdout,No temporally distinct source/test condition is constructed.,unknown,unknown,unknown,documented_no_holdout,EVD2084,Training: 80% random packet partition. Testing: 10% random packet partition.,high
R2D1624,DES0226,P39804,SCH0484,client,documented_no_holdout,Samples are partitioned after pooling; the reported split does not reserve a client condition for final testing.,unknown,unknown,unknown,documented_no_holdout,EVD0221,Training: Seven-eighths per-flow training partition. Testing: One-eighth per-flow test partition.,high
R2D1625,DES0226,P39804,SCH0484,network,documented_no_holdout,Samples are split after pooling; network-condition metadata are not used to reserve a final-test condition.,unknown,unknown,unknown,documented_no_holdout,EVD1409,Training: Seven-eighths per-flow training partition. Testing: One-eighth per-flow test partition.,high
R2D1626,DES0226,P39804,SCH0484,temporal,documented_no_holdout,No temporally distinct source/test condition is constructed.,unknown,unknown,unknown,documented_no_holdout,EVD2086,Training: Seven-eighths per-flow training partition. Testing: One-eighth per-flow test partition.,high
R2D1627,DES0227,P41766,SCH0485,client,not_documented,The evaluated paper does not report enough client-condition membership or grouping information to determine whether source and final-test traffic differ by client condition.,unknown,unknown,unknown,not_documented,EVD0232,Training: Eight tenths per-class training. Testing: One tenth per-class test.,high
R2D1628,DES0227,P41766,SCH0485,network,not_documented,The evaluated paper does not report assignable network-condition membership and grouping for classifier fitting and final testing.,unknown,unknown,unknown,not_documented,EVD1420,Training: Eight tenths per-class training. Testing: One tenth per-class test.,high
R2D1629,DES0227,P41766,SCH0485,temporal,not_documented,Temporal grouping or condition dates are not reported.,unknown,unknown,unknown,not_documented,EVD2098,Training: Eight tenths per-class training. Testing: One tenth per-class test.,high
R2D1630,DES0228,P42690,SCH0486,client,documented_no_holdout,Sample-level allocation; no client-defined final-test group.,unknown,unknown,unknown,documented_no_holdout,EVD0265,Training: The paper evaluates the task with sample-level 10-fold cross-validation; folds are not grouped by capture period or parent campaign. Testing: The paper evaluates the task with sample-level 10-fold cross-validation; folds are not grouped by capture period or parent campaign.,high
R2D1631,DES0228,P42690,SCH0486,network,documented_no_holdout,Network metadata are not used to group the sample/fold split.,unknown,unknown,unknown,documented_no_holdout,EVD1445,Training: The paper evaluates the task with sample-level 10-fold cross-validation; folds are not grouped by capture period or parent campaign. Testing: The paper evaluates the task with sample-level 10-fold cross-validation; folds are not grouped by capture period or parent campaign.,high
R2D1632,DES0228,P42690,SCH0486,temporal,documented_no_holdout,No temporal condition pair is defined; evaluation partitions samples within the available corpus.,unknown,unknown,unknown,documented_no_holdout,EVD2119,Training: The paper evaluates the task with sample-level 10-fold cross-validation; folds are not grouped by capture period or parent campaign. Testing: The paper evaluates the task with sample-level 10-fold cross-validation; folds are not grouped by capture period or parent campaign.,high
R2D1633,DES0229,P43001,SCH0489,client,documented_no_holdout,Website traffic trains in one network environment and tests in five other geographic/access-network environments; the paper keeps Firefox as the client software and does not evaluate a client-stack factor.,unknown,unknown,unknown,documented_no_holdout,EVD0269 | EVD0270,Training: About 1.8 million flows for 12 websites are collected across six network environments over 14 days; models train/test in one environment and are then tested separately on the other environments. Testing: About 1.8 million flows for 12 websites are collected across six network environments over 14 days; models train/test in one environment and are then tested separately on the other environments.,high
